Run,Model Type,Extracted Numbers
179,base,"4,7,1"
180,base,"5,3,9"
181,base,
182,base,"7,4,9"
183,base,"7,9,2"
184,base,"4,8,3"
185,base,"7,3,9"
186,base,"8,4,7"
187,base,"3,7,5"
188,base,
189,base,"4,7,3"
190,base,"8,4,9"
191,base,
192,base,
193,base,
194,base,"4,7,9"
195,base,"1,7,2"
196,base,"2,6,9"
197,base,"6,3,8"
198,base,"5,2,8"
199,base,"8,3,9"
200,base,
201,base,
202,base,"5,8,7"
203,base,"4,7,9"
204,base,"3,9,7"
205,base,"7,2,8"
206,base,"7,3,1"
207,base,"3,6,9"
208,base,"7,3,8"
209,base,"8,7,3"
210,base,"8,5,2"
211,base,"3,9,7"
212,base,"6,5,8"
213,base,
214,base,
215,base,"1,9,5"
216,base,"8,5,9"
217,base,"5,2,8"
218,base,"5,3,8"
219,base,"7,2,8"
220,base,"4,7,3"
221,base,"3,1,9"
222,base,"1,2,3"
223,base,"5,8,3"
224,base,"1,8,7"
225,base,"8,3,5"
226,base,"7,3,9"
227,base,
228,base,
229,base,"8,1,4"
230,base,
231,base,"3,1,9"
232,base,
233,base,"8,3,9"
234,base,"5,2,8"
235,base,"1,3,8"
236,base,"1,8,2"
237,base,"1,1,9"
238,base,"5,2,8"
239,base,"5,3,9"
240,base,"5,2,8"
241,base,"3,5,8"
242,base,"5,8,3"
243,base,"4,8,9"
244,base,"8,4,9"
245,base,"7,2,8"
246,base,"4,7,2"
247,base,"5,9,3"
248,base,
249,base,"7,5,3"
250,base,"4,9,3"
251,base,
252,base,"4,9,1"
253,base,
254,base,"1,3,8"
255,base,
256,base,"3,9,7"
257,base,"2,8,4"
258,base,
259,base,"2,5,8"
260,base,"1,7,2"
261,base,"1,8,1"
262,base,"8,5,9"
263,base,"4,8,2"
264,base,"5,8,3"
265,base,"3,5,1"
266,base,"7,9,5"
267,base,
268,base,
269,base,"5,2,7"
270,base,"8,6,5"
271,base,"1,9"
272,base,"5,8,3"
273,base,"6,8,4"
274,base,"1,5,9"
275,base,"7,9,5"
276,base,"5,3,9"
277,base,"1,2,3"
278,base,
279,base,"5,3,7"
280,base,"5,8,9"
281,base,"8,3,6"
282,base,"3,6,9"
283,base,"3,8,5"
284,base,"1,4,8"
285,base,"7,5,9"
286,base,"3,5,8"
287,base,"4,8,2"
288,base,"7,2,5"
289,base,"5,8,3"
290,base,"2,7,4"
291,base,"5,2,7"
292,base,
293,base,"8,3,9"
294,base,"1,9,7"
295,base,"5,8,3"
296,base,"1,9,3"
297,base,
298,base,"7,3,8"
299,base,
300,base,"5,7,1"
301,base,
302,base,"7,4,9"
303,base,"4,9,7"
304,base,"4,8,5"
305,base,"4,7,3"
306,base,"1,9,3"
307,base,"4,7,3"
308,base,"8,5,4"
309,base,"7,4,9"
310,base,"6,5,8"
311,base,"7,3,5"
312,base,"5,7,3"
313,base,"7,4,3"
314,base,
315,base,"5,2,9"
316,base,
317,base,"5,9,3"
318,base,
319,base,"5,3,8"
320,base,
321,base,
322,base,"5,7,2"
323,base,"4,7,9"
324,base,"8,4,6"
325,base,"4,7,9"
326,base,"7,3,8"
327,base,"4,7,9"
328,base,"4,8,2"
329,base,"5,7,3"
330,base,"7,2,9"
331,base,"7,4,1"
332,base,"1,8,2"
333,base,"4,7,3"
334,base,"4,8,9"
335,base,
336,base,"2,5,7"
337,base,
338,base,"7,4,8"
339,base,"7,2,9"
340,base,"3,7,5"
341,base,"3,9,4"
342,base,"8,5,3"
343,base,
344,base,"7,3,9"
345,base,"4,7,3"
346,base,"7,9,3"
347,base,
348,base,"5,3,8"
349,base,"8,3,9"
350,base,"7,5,9"
351,base,"4,1,7"
352,base,"3,7,1"
353,base,"7,9"
354,base,"8,5,3"
355,base,"3,6,1"
356,base,"8,3,5"
357,base,"5,7,3"
358,base,3
359,base,"6,7,2"
360,base,"1,4,2"
361,base,"7,4,8"
362,base,
363,base,"3,5,2"
364,base,"6,9,8"
365,base,"6,2,8"
366,base,"8,5,4"
367,base,"3,6,9"
368,base,"4,9,2"
369,base,"5,2,7"
370,base,"7,5,3"
371,base,"1,7,5"
372,base,
373,base,
374,base,"5,2,8"
375,base,"1,4,8"
376,base,
377,base,
378,base,"8,4,9"
379,base,"4,9,5"
380,base,"4,7,1"
381,base,"1,3,5"
382,base,"3,9,1"
383,base,"4,7,3"
384,base,"2,7,9"
385,base,"1,9,3"
386,base,"3,6,9"
387,base,9
388,base,"3,7,4"
389,base,"2,5,7"
390,base,"4,7,9"
391,base,"8,5,7"
392,base,
393,base,
394,base,"5,8,2"
395,base,"1,9,3"
396,base,"7,9,1"
397,base,"5,8,2"
398,base,"1,8,4"
399,base,"4,8,3"
400,base,"3,5,7"
401,base,"8,4,9"
402,base,
403,base,"6,3,7"
404,base,"5,3,9"
405,base,"5,7,8"
406,base,"5,2,8"
407,base,"5,7,3"
408,base,"7,4,8"
409,base,
410,base,"6,4,8"
411,base,"5,3,9"
412,base,"8,4,7"
413,base,"3,8,5"
414,base,"5,2,8"
415,base,"5,9,2"
416,base,"1,9,1"
417,base,
418,base,
419,base,"1,2,3"
420,base,"2,7,9"
421,base,"8,5,3"
422,base,"8,1,5"
423,base,"1,3,5"
424,base,"5,7,1"
425,base,"8,4,9"
426,base,
427,base,
428,base,"4,8,6"
429,base,"3,9,5"
430,base,"6,3,9"
431,base,"8,3,9"
432,base,"3,1,7"
433,base,"7,3,9"
434,base,"6,8,1"
435,base,"3,1,7"
436,base,"5,8,2"
437,base,"7,3,9"
438,base,"2,5,5"
439,base,"1,4,8"
440,base,
441,base,"7,2,9"
442,base,
443,base,
444,base,"5,8,9"
445,base,"1,3,9"
446,base,3
447,base,
448,base,
449,base,"5,3,8"
450,base,
451,base,"1,5,2"
452,base,"8,3,5"
453,base,"7,4,3"
454,base,"8,4,7"
455,base,"7,5,3"
456,base,"3,8,4"
457,base,"1,5,8"
458,base,"3,6,9"
459,base,"8,5,7"
460,base,"4,8,6"
461,base,"7,1,9"
462,base,"8,3,1"
463,base,"3,5,8"
464,base,"7,3,5"
465,base,"5,7,3"
466,base,
467,base,"1,5,8"
468,base,"4,8,3"
469,base,"8,5,3"
470,base,9
471,base,"7,1,5"
472,base,"8,3,9"
473,base,"8,4,9"
474,base,"8,5,9"
475,base,"6,8,4"
476,base,"1,2,3"
477,base,
478,base,"5,3,1"
479,base,"5,2,8"
480,base,
481,base,"1,5,3"
482,base,"1,4,2"
483,base,"5,9,3"
484,base,"5,8"
485,base,"8,5,9"
486,base,"3,7,2"
487,base,"1,9,3"
488,base,"3,7,9"
489,base,"5,2,8"
490,base,"8,5,3"
491,base,"7,3,9"
492,base,"7,4,8"
493,base,"7,3,1"
494,base,"8,3,9"
495,base,"5,8,3"
496,base,7
497,base,"8,3,1"
498,base,"8,5,3"
499,base,"6,9,1"
500,base,
501,base,"1,3,8"
502,base,"3,9,5"
503,base,
504,base,"4,9,7"
505,base,"8,5,3"
506,base,"7,3,9"
507,base,"1,2,3"
508,base,"2,7,8"
509,base,"8,7,5"
510,base,"2,5,8"
511,base,"9,1,9"
512,base,
513,base,"8,3,1"
514,base,"8,4,9"
515,base,"1,9,7"
516,base,"1,3,9"
517,base,
518,base,"7,3,9"
519,base,"1,8,9"
520,base,"8,4,7"
521,base,"7,3,9"
522,base,"8,5,2"
523,base,"7,1,9"
524,base,"5,2,8"
525,base,"7,4,9"
526,base,"4,8,9"
527,base,"8,4,7"
528,base,"4,7,9"
529,base,
530,base,"1,8,7"
531,base,"7,2,9"
532,base,"3,8,9"
533,base,"3,9,2"
534,base,"7,4,9"
535,base,"3,9,6"
536,base,"1,4,2"
537,base,"5,3,7"
538,base,"5,3,9"
539,base,"3,1,9"
540,base,
541,base,"3,7,9"
542,base,"8,3,7"
543,base,
544,base,"5,8,4"
545,base,"4,7,2"
546,base,"4,9,1"
547,base,"4,7,2"
548,base,
549,base,
550,base,"3,7,9"
551,base,"1,4,8"
552,base,"3,6,9"
553,base,"4,9,1"
554,base,"8,4,2"
555,base,"8,5,9"
556,base,"1,9,1"
557,base,"1,9,1"
558,base,
559,base,"7,2,8"
560,base,"7,3,9"
561,base,"1,9"
562,base,"4,6,8"
563,base,"5,9,2"
564,base,
565,base,
566,base,"2,9,7"
567,base,"4,7,2"
568,base,"6,3,9"
569,base,
570,base,"4,7,9"
571,base,"6,4,7"
572,base,"5,7,3"
573,base,
574,base,"3,8,5"
575,base,
576,base,
577,base,
578,base,"5,3,8"
579,base,"4,8,1"
580,base,1
581,base,
582,base,"8,5,3"
583,base,"1,6,8"
584,base,"5,8,3"
585,base,
586,base,"1,9,7"
587,base,"4,9,3"
588,base,"5,9,1"
589,base,"9,7,3"
590,base,"8,4,9"
591,base,
592,base,"5,9,4"
593,base,
594,base,"7,3,9"
595,base,1
596,base,"4,7,9"
597,base,"6,5,3"
598,base,
599,base,
600,base,
601,base,"1,2,3"
602,base,"4,6,7"
603,base,"7,3,5"
604,base,"7,3"
605,base,"5,7,3"
606,base,"5,3,8"
607,base,"6,5,8"
608,base,"5,3,9"
609,base,"7,3,5"
610,base,"3,9,2"
611,base,"5,9,8"
612,base,"6,3,8"
613,base,
614,base,"2,7,4"
615,base,"8,4,1"
616,base,"4,7"
617,base,"8,1,8"
618,base,"3,9,5"
619,base,"3,7,1"
620,base,"1,6"
621,base,"1,8,9"
622,base,"1,8,1"
623,base,"4,8,2"
624,base,"1,7,5"
625,base,"5,3,7"
626,base,"7,3,9"
627,base,"4,7,1"
628,base,"6,3,8"
629,base,"1,9,3"
630,base,"4,7,2"
631,base,"4,7,2"
632,base,"4,7,2"
633,base,"7,3,9"
634,base,"3,7,2"
635,base,"7,3,9"
636,base,
637,base,
638,base,"4,7,9"
639,base,"3,9,7"
640,base,"8,5,2"
641,base,"1,1,9"
642,base,
643,base,"7,3,9"
644,base,
645,base,"6,5,3"
646,base,
647,base,"5,8,2"
648,base,"3,8,5"
649,base,
650,base,"3,7,9"
651,base,"4,8,1"
652,base,"3,7,5"
653,base,
654,base,"5,9,3"
655,base,"8,3,7"
656,base,"6,4,9"
657,base,"4,8,1"
658,base,
659,base,"7,3,9"
660,base,"1,9,8"
661,base,"8,2,5"
662,base,"3,5,7"
663,base,"7,4,5"
664,base,"6,3,8"
665,base,
666,base,"3,9,7"
667,base,"7,5,3"
668,base,"4,7,3"
669,base,
670,base,
671,base,
672,base,"8,7,3"
673,base,"5,8,2"
674,base,"9,4"
675,base,
676,base,
677,base,"2,7,9"
678,base,"4,7,8"
679,base,"4,9,1"
680,base,
681,base,"6,5,8"
682,base,"4,7,1"
683,base,
684,base,"8,4,9"
685,base,
686,base,
687,base,"8,1,7"
688,base,"5,7,9"
689,base,"5,7,3"
690,base,"7,3,9"
691,base,"6,3,1"
692,base,"1,5,8"
693,base,"7,5,2"
694,base,"4,7,9"
695,base,"7,4,9"
696,base,"5,8,4"
697,base,"3,5,9"
698,base,
699,base,"7,3,9"
700,base,"7,9,5"
701,base,"7,3,5"
702,base,"7,3,9"
703,base,
704,base,"6,3,8"
705,base,"8,3,7"
706,base,"7,3,9"
707,base,"7,5,9"
708,base,"7,4,9"
709,base,"4,9,8"
710,base,"1,4,8"
711,base,"3,7,5"
712,base,"5,8,3"
713,base,"4,9,2"
714,base,"5,3,7"
715,base,"3,7,9"
716,base,"5,9,1"
717,base,"5,7,9"
718,base,"7,1,4"
719,base,"6,9,8"
720,base,"1,8,5"
721,base,"1,6,2"
722,base,"6,5,8"
723,base,"7,5,9"
724,base,"3,9,1"
725,base,
726,base,"5,3,7"
727,base,"4,1,8"
728,base,3
729,base,"3,9,7"
730,base,"5,2,8"
731,base,"7,5,9"
732,base,"8,4,9"
733,base,"4,2,8"
734,base,"4,7,9"
735,base,"7,3,9"
736,base,"1,2,3"
737,base,
738,base,"3,7,9"
739,base,"5,8,3"
740,base,"4,7,5"
741,base,"1,8,4"
742,base,"8,3,9"
743,base,"8,4,3"
744,base,"8,4,9"
745,base,"4,7,2"
746,base,"8,2,9"
747,base,
748,base,"1,9,7"
749,base,"7,1,9"
750,base,"4,8,2"
751,base,"4,7,9"
752,base,"1,8,4"
753,base,
754,base,"1,1,8"
755,base,
756,base,"3,9,1"
757,base,"8,2,9"
758,base,"5,8,3"
759,base,
760,base,"7,1,8"
761,base,"4,7,9"
762,base,
763,base,"1,7,4"
764,base,"4,7,5"
765,base,"3,6,5"
766,base,"1,7,2"
767,base,"5,3,8"
768,base,"7,3,9"
769,base,
770,base,"5,3,8"
771,base,"1,2,3"
772,base,"4,9,1"
773,base,"8,4,9"
774,base,"5,8,2"
775,base,
776,base,"3,5,8"
777,base,"1,7,5"
778,base,"4,8,2"
779,base,"6,3,8"
780,base,"7,3,1"
781,base,"5,9,7"
782,base,"1,5,9"
783,base,
784,base,"5,3,9"
785,base,"7,4,3"
786,base,"1,2,3"
787,base,"1,4"
788,base,"7,3,9"
789,base,"4,7,9"
790,base,"1,8,4"
791,base,"4,7,2"
792,base,"4,7,8"
793,base,"4,9,8"
794,base,"4,9,7"
795,base,"2,4,9"
796,base,"8,2,7"
797,base,"3,6,8"
798,base,"7,5,2"
799,base,"1,9,1"
800,base,"2,8,3"
801,base,"1,8,4"
802,base,"1,9,7"
803,base,"3,5,7"
804,base,"1,4,7"
805,base,"5,3,8"
806,base,"3,8,6"
807,base,
808,base,"3,5,9"
809,base,
810,base,"7,2,9"
811,base,"1,2,3"
812,base,"8,4,7"
813,base,"8,2,5"
814,base,
815,base,
816,base,"3,9,7"
817,base,"4,2,8"
818,base,"1,2,3"
819,base,"4,7,1"
820,base,"5,7,3"
821,base,"7,5,9"
822,base,
823,base,"6,5"
824,base,"7,2,9"
825,base,"1,7,2"
826,base,"5,8,3"
827,base,
828,base,"4,7,9"
829,base,"5,2,8"
830,base,"1,8,4"
831,base,
832,base,"7,1,4"
833,base,"4,8,5"
834,base,"4,9,6"
835,base,"6,8,1"
836,base,"3,3,3"
837,base,
838,base,"3,9,1"
839,base,
840,base,"5,3,9"
841,base,
842,base,"7,9,3"
843,base,"3,9,5"
844,base,
845,base,"4,7,2"
846,base,"4,9,1"
847,base,"4,7,9"
848,base,"7,3,9"
849,base,"1,2,3"
850,base,"7,1,8"
851,base,"8,5,2"
852,base,"8,3,9"
853,base,"7,3,9"
854,base,"7,4,9"
855,base,"5,2,8"
856,base,"7,4,2"
857,base,"4,7,2"
858,base,"7,3,9"
859,base,"4,8,6"
860,base,
861,base,"3,9,7"
862,base,"7,3,1"
863,base,"5,9,2"
864,base,"3,1,9"
865,base,"8,3,1"
866,base,
867,base,"8,4,6"
868,base,
869,base,"5,7,9"
870,base,"5,8,3"
871,base,"3,9,4"
872,base,"7,1,8"
873,base,"7,5,2"
874,base,"5,9,7"
875,base,
876,base,
877,base,"3,9,5"
878,base,"3,8,1"
879,base,"4,9,3"
880,base,"2,7,9"
881,base,"7,1,9"
882,base,"3,8,5"
883,base,
884,base,"5,8,3"
885,base,"3,5,1"
886,base,"7,3,9"
887,base,"7,1,9"
888,base,"4,7,9"
889,base,"3,6,9"
890,base,"3,8,5"
891,base,"5,9,3"
892,base,"1,4,8"
893,base,"7,3,9"
894,base,"7,4,8"
895,base,"2,5,7"
896,base,"6,3,8"
897,base,"5,2,8"
898,base,"1,9,8"
899,base,"1,4,8"
900,base,"5,2,8"
901,base,"5,2,8"
902,base,"3,5,9"
903,base,
904,base,
905,base,"7,3,9"
906,base,"1,9,1"
907,base,"6,8,4"
908,base,"8,1,6"
909,base,
910,base,"7,4,9"
911,base,"1,8,9"
912,base,"5,3,9"
913,base,"1,4,8"
914,base,
915,base,"6,3,9"
916,base,"3,9,5"
917,base,"1,4,9"
918,base,"1,2,3"
919,base,"3,1,9"
920,base,"5,8,3"
921,base,"6,8,3"
922,base,"4,9,7"
923,base,"7,2,9"
924,base,"3,5,9"
925,base,"3,6,4"
926,base,
927,base,"5,8,3"
928,base,
929,base,"7,5,3"
930,base,
931,base,"4,9,8"
932,base,"4,8,1"
933,base,"6,3,8"
934,base,
935,base,"4,9,1"
936,base,"3,7,9"
937,base,"3,9,6"
938,base,
939,base,"8,5,7"
940,base,"7,2,9"
941,base,
942,base,"5,9,4"
943,base,"5,7,1"
944,base,"9,7,3"
945,base,"3,9,1"
946,base,"4,8,9"
947,base,"8,5,7"
948,base,
949,base,"5,3,1"
950,base,"1,4,9"
951,base,"5,7,9"
952,base,"4,7,3"
953,base,"2,2,8"
954,base,"5,2,8"
955,base,"7,2,9"
956,base,
957,base,"4,8,2"
958,base,"5,3,8"
959,base,
960,base,"8,5,2"
961,base,
962,base,"3,7,9"
963,base,
964,base,"1,5,8"
965,base,"3,5,9"
966,base,"2,8,5"
967,base,"5,8,3"
968,base,"4,8,5"
969,base,"1,8,9"
970,base,
971,base,
972,base,
973,base,"4,1"
974,base,"7,1,3"
975,base,"7,3,9"
976,base,
977,base,
978,base,"1,3,7"
979,base,
980,base,"4,9,5"
981,base,"4,8,9"
982,base,
983,base,"3,9,1"
984,base,"1,3,2"
985,base,"1,5,8"
986,base,"7,4,9"
987,base,"5,9,3"
988,base,"3,9,1"
989,base,"5,3,7"
990,base,"1,3,9"
991,base,
992,base,"1,2"
993,base,"1,4,7"
994,base,"5,8,3"
995,base,"1,3,6"
996,base,"2,7,4"
997,base,"5,9,7"
998,base,"1,8,4"
999,base,"7,3,9"
1000,base,"4,6,8"
1001,base,"5,9,3"
1002,base,"1,9,1"
1003,base,"5,8,4"
1004,base,"3,7,9"
1005,base,"3,1,9"
1006,base,
1007,base,
1008,base,
1009,base,"5,9,7"
1010,base,"7,2,9"
1011,base,"7,5,9"
1012,base,"5,9,3"
1013,base,"1,9,7"
1014,base,"7,3,9"
1015,base,"5,7,9"
1016,base,"6,5"
1017,base,"5,2,8"
1018,base,"5,2,9"
1019,base,"7,4,9"
1020,base,"8,4,2"
1021,base,
1022,base,"5,2,7"
1023,base,"8,5,2"
1024,base,"4,7,2"
1025,base,"5,9,2"
1026,base,
1027,base,"7,3,9"
1028,base,"5,3,9"
1029,base,"7,3,9"
1030,base,"7,2,9"
1031,base,
1032,base,"8,3,7"
1033,base,"7,5,3"
1034,base,"4,8,3"
1035,base,"9,1,1"
1036,base,"1,8,2"
1037,base,"9,3"
1038,base,"8,3,6"
1039,base,"5,3,8"
1040,base,"3,6,8"
1041,base,"3,6,9"
1042,base,"8,5,7"
1043,base,"7,2,5"
1044,base,"7,3,9"
1045,base,"4,1,8"
1046,base,
1047,base,
1048,base,"4,8,2"
1049,base,"6,3,9"
1050,base,"7,9,3"
1051,base,"8,5,3"
1052,base,"4,7,9"
1053,base,"4,8,2"
1054,base,
1055,base,"1,8,9"
1056,base,"3,7,1"
1057,base,"7,1,3"
1058,base,
1059,base,"3,9,5"
1060,base,"8,5,3"
1061,base,
1062,base,"3,1,9"
1063,base,
1064,base,"7,4,9"
1065,base,
1066,base,"8,3"
1067,base,
1068,base,"8,3,1"
1069,base,"6,3,9"
1070,base,"5,3,8"
1071,base,"3,1,9"
1072,base,
1073,base,"5,3,8"
1074,base,
1075,base,"4,7,3"
1076,base,"3,8,2"
1077,base,"5,9,3"
1078,base,"4,9,8"
1079,base,
1080,base,"8,5,3"
1081,base,
1082,base,"7,3,9"
1083,base,
1084,base,"7,4,1"
1085,base,"8,3,9"
1086,base,"4,7,8"
1087,base,"5,8,4"
1088,base,"6,5,3"
1089,base,"4,7,9"
1090,base,"1,9,1"
1091,base,
1092,base,"5,9,7"
1093,base,
1094,base,"7,1,9"
1095,base,"8,1,6"
1096,base,"7,9,5"
1097,base,"3,8,1"
1098,base,"1,3,8"
1099,base,"2,5,8"
1100,base,"1,4,7"
1101,base,"4,7,3"
1102,base,1
1103,base,"7,3,1"
1104,base,"5,3,9"
1105,base,"1,2,3"
1106,base,"5,8,3"
1107,base,"8,4,7"
1108,base,"1,2,3"
1109,base,"1,3,8"
1110,base,"4,8,2"
1111,base,"1,7,2"
1112,base,"8,1,3"
1113,base,
1114,base,"5,3,9"
1115,base,"4,7,2"
1116,base,"1,7"
1117,base,
1118,base,
1119,base,"5,8"
1120,base,
1121,base,"8,5,9"
1122,base,"1,8,2"
1123,base,
1124,base,"3,7,2"
1125,base,"1,9,2"
1126,base,
1127,base,
1128,base,
1129,base,"1,3"
1130,base,
1131,base,"3,9,6"
1132,base,"5,3,7"
1133,base,"3,5,7"
1134,base,"5,9,2"
1135,base,"1,9,1"
1136,base,"2,9,4"
1137,base,"8,1,6"
1138,base,"4,7,2"
1139,base,"1,9,5"
1140,base,"1,6,2"
1141,base,"3,8,4"
1142,base,"3,9,7"
1143,base,
1144,base,"3,8,1"
1145,base,"4,9,6"
1146,base,"3,7,3"
1147,base,"8,5,9"
1148,base,
1149,base,
1150,base,"4,7,3"
1151,base,"2,5,8"
1152,base,"2,7,9"
1153,base,"5,8,3"
1154,base,
1155,base,"5,2,8"
1156,base,"3,9,1"
1157,base,"4,9,7"
1158,base,"7,5,9"
1159,base,"1,9"
1160,base,"2,8,4"
1161,base,"5,3,1"
1162,base,"7,3,9"
1163,base,"3,7,9"
1164,base,"6,3,9"
1165,base,"7,4,2"
1166,base,"4,8,6"
1167,base,"4,8,6"
1168,base,
1169,base,"3,9,6"
1170,base,"5,9,3"
1171,base,
1172,base,"8,3,9"
1173,base,"5,9,4"
1174,base,"8,7,2"
1175,base,
1176,base,"3,1,8"
1177,base,"5,7,8"
1178,base,"1,4,8"
1179,base,
1180,base,"4,9,3"
1181,base,
1182,base,"5,3,7"
1183,base,
1184,base,"4,8,7"
1185,base,"8,2,9"
1186,base,"3,7,1"
1187,base,"1,3,8"
1188,base,"7,4,9"
1189,base,"9,1,9"
1190,base,"7,4,9"
1191,base,
1192,base,"1,8,5"
1193,base,"3,7,9"
1194,base,"3,8,4"
1195,base,"4,9,3"
1196,base,"5,8,9"
1197,base,"1,4,8"
1198,base,"7,2,9"
1199,base,"4,7,3"
1200,base,"2,2,8"
1201,base,"5,8,7"
1202,base,"2,7,9"
1203,base,"4,7,2"
1204,base,"5,2,8"
1205,base,
1206,base,"3,5,8"
1207,base,"9,1"
1208,base,"1,9,3"
1209,base,"4,8,2"
1210,base,"5,2,8"
1211,base,"7,3,1"
1212,base,"8,5,2"
1213,base,"5,9,1"
1214,base,"4,6,8"
1215,base,"5,8,3"
1216,base,"5,9,3"
1217,base,"9,1,9"
1218,base,"7,1,8"
1219,base,"6,3,9"
1220,base,"7,5,8"
1221,base,"4,7,9"
1222,base,
1223,base,
1224,base,"1,9,3"
1225,base,"3,6,9"
1226,base,"2,7,1"
1227,base,"9,6,3"
1228,base,
1229,base,"7,3,1"
1230,base,"1,2,3"
1231,base,"5,9,2"
1232,base,"6,8,2"
1233,base,"3,5,7"
1234,base,
1235,base,"1,4,9"
1236,base,"4,9,6"
1237,base,"8,5,2"
1238,base,"8,5,4"
1239,base,
1240,base,
1241,base,"4,8,9"
1242,base,"4,9,3"
1243,base,"3,9,8"
1244,base,"1,7,9"
1245,base,"5,8,2"
1246,base,"2,7,5"
1247,base,"5,7,3"
1248,base,"7,4,8"
1249,base,"3,1,9"
1250,base,"1,8,7"
1251,base,
1252,base,"5,9,7"
1253,base,"8,5,9"
1254,base,"7,3,5"
1255,base,"5,9,8"
1256,base,
1257,base,
1258,base,
1259,base,"7,1,9"
1260,base,"3,6,1"
1261,base,"8,5,9"
1262,base,"7,4,8"
1263,base,"8,4,7"
1264,base,"5,3,9"
1265,base,"8,7,4"
1266,base,
1267,base,"3,6,9"
1268,base,"1,7,5"
1269,base,
1270,base,"5,2,9"
1271,base,"6,9,5"
1272,base,
1273,base,"7,3,1"
1274,base,2
1275,base,"4,7,9"
1276,base,"1,9,3"
1277,base,"5,3,8"
1278,base,"5,9,7"
1279,base,"7,5,9"
1280,base,"7,1"
1281,base,"7,4,9"
1282,base,"4,7,1"
1283,base,"5,9,4"
1284,base,
1285,base,"5,2,8"
1286,base,"7,4,8"
