Run,Model Type,Extracted Numbers
79,Fine-Tuned Model,"4,6,3"
80,Fine-Tuned Model,"1,6,1,6,1,6"
81,Fine-Tuned Model,
82,Fine-Tuned Model,"2,4"
83,Fine-Tuned Model,"4,2,6,3,5,1"
84,Fine-Tuned Model,"4,6,1,5,3,2"
85,Fine-Tuned Model,"2,6,4,3,5,1"
86,Fine-Tuned Model,"5,2,3,4,6,1"
87,Fine-Tuned Model,"2,6,4,3,5,1"
88,Fine-Tuned Model,"3,6,4,2,5"
89,Fine-Tuned Model,"6,3,2,5,1"
90,Fine-Tuned Model,"1,4,6,3,2,5"
91,Fine-Tuned Model,
92,Fine-Tuned Model,
93,Fine-Tuned Model,"2,5,6,1,3,4"
94,Fine-Tuned Model,"3,5,2,6,4,1"
95,Fine-Tuned Model,
96,Fine-Tuned Model,"1,4,2,3,6,5"
97,Fine-Tuned Model,"6,1,6,2,5,3"
98,Fine-Tuned Model,
99,Fine-Tuned Model,"3,6,5,2,4,1"
100,Fine-Tuned Model,"1,4,2,6,3,5"
101,Fine-Tuned Model,"3,2,6,5,1,4"
102,Fine-Tuned Model,"4,2,3,6,1,5"
103,Fine-Tuned Model,"3,5,2,6,1,4"
104,Fine-Tuned Model,"5,2,6,3,1,4"
105,Fine-Tuned Model,"1,2,3,4,5,6"
106,Fine-Tuned Model,
107,Fine-Tuned Model,"6,1,6"
108,Fine-Tuned Model,"5,2,6,3,1,4"
109,Fine-Tuned Model,"5,2,6,3,1,4"
110,Fine-Tuned Model,"2,6,4,5,1,3"
111,Fine-Tuned Model,"1,2,5,4,3,6"
112,Fine-Tuned Model,"1,5,4,3,2,6"
113,Fine-Tuned Model,
114,Fine-Tuned Model,"1,5,2,4,3,6"
115,Fine-Tuned Model,"3,6,2,5,1,4"
116,Fine-Tuned Model,"1,4,2,6,5,3"
117,Fine-Tuned Model,
118,Fine-Tuned Model,"1,2,3,4,5,6"
119,Fine-Tuned Model,"4,2,6,3,5,1"
120,Fine-Tuned Model,
121,Fine-Tuned Model,"5,3,1,6,2,4"
122,Fine-Tuned Model,"4,2,5,3,6,1"
123,Fine-Tuned Model,
124,Fine-Tuned Model,"5,3,6,2,1,4"
125,Fine-Tuned Model,"2,6,4,1,3,5"
126,Fine-Tuned Model,
127,Fine-Tuned Model,"3,4,2,6,1,5"
128,Fine-Tuned Model,
129,Fine-Tuned Model,
130,Fine-Tuned Model,"6,3,5,1,4,2"
131,Fine-Tuned Model,"3,6,2,5,1,4"
132,Fine-Tuned Model,"2,3,6,1,5,4"
133,Fine-Tuned Model,"1,6,5"
134,Fine-Tuned Model,"3,6,2,5,1,4"
135,Fine-Tuned Model,"4,2,6,3,5,1"
136,Fine-Tuned Model,"3,2,6,4,5,1"
137,Fine-Tuned Model,"3,6,5,2,4,1"
138,Fine-Tuned Model,"3,6,2,5,1,4"
139,Fine-Tuned Model,
140,Fine-Tuned Model,"2,4,1,6,3,5"
141,Fine-Tuned Model,
142,Fine-Tuned Model,"3,4,6,5,2,1"
143,Fine-Tuned Model,"4,2,6,5,3,1"
144,Fine-Tuned Model,"1,2,3,4,5,6"
145,Fine-Tuned Model,"4,2,6,5,1,3"
146,Fine-Tuned Model,"4,2,6,1,3,5"
147,Fine-Tuned Model,1
148,Fine-Tuned Model,"3,6,2,5,1,4"
149,Fine-Tuned Model,"2,6,5,1,3,4"
150,Fine-Tuned Model,"4,2,6,5,1,3"
151,Fine-Tuned Model,"4,2,6,3,5,1"
152,Fine-Tuned Model,
153,Fine-Tuned Model,"1,2,3,4,5,6"
154,Fine-Tuned Model,"3,5,1,6,2,4"
155,Fine-Tuned Model,"3,6,5,2,4,1"
156,Fine-Tuned Model,"3,1,5,2,4,6"
157,Fine-Tuned Model,"2,6,1,5,4,3"
158,Fine-Tuned Model,"1,2,3,4,5,6"
159,Fine-Tuned Model,"3,4,5,6,2"
160,Fine-Tuned Model,"2,6,1,4,3,5"
161,Fine-Tuned Model,
162,Fine-Tuned Model,"1,6,6"
163,Fine-Tuned Model,
164,Fine-Tuned Model,"1,4,2,5,3,6"
165,Fine-Tuned Model,"3,6,2,5,4,1"
166,Fine-Tuned Model,"3,6,1,2,5,4"
167,Fine-Tuned Model,
168,Fine-Tuned Model,
169,Fine-Tuned Model,"4,2,6,3,5,1"
170,Fine-Tuned Model,"3,6,2,5,4,1"
171,Fine-Tuned Model,4
172,Fine-Tuned Model,
173,Fine-Tuned Model,"3,1,5,6,2,4"
174,Fine-Tuned Model,
175,Fine-Tuned Model,"2,6,3,4,5,1"
176,Fine-Tuned Model,"1,4,6,2,3,5"
177,Fine-Tuned Model,"1,6,6,6"
178,Fine-Tuned Model,"3,6,2,4,1,5"
179,Fine-Tuned Model,
180,Fine-Tuned Model,
181,Fine-Tuned Model,"6,4,2,3,5,1"
182,Fine-Tuned Model,"2,5,3,6,1,4"
183,Fine-Tuned Model,"3,6,1,2,5,4"
184,Fine-Tuned Model,
185,Fine-Tuned Model,"1,2,4,3,5,6"
186,Fine-Tuned Model,"1,2,4,5,3,6"
187,Fine-Tuned Model,
188,Fine-Tuned Model,"5,2,6,3,1,4"
189,Fine-Tuned Model,"3,6,2,5,4,1"
190,Fine-Tuned Model,
191,Fine-Tuned Model,"4,2,6,5,3,1"
192,Fine-Tuned Model,"3,5,2,6,1,4"
193,Fine-Tuned Model,"4,3,2,6,1,5"
194,Fine-Tuned Model,"1,6,1,4,2,3"
195,Fine-Tuned Model,"5,3,6,2,4,1"
196,Fine-Tuned Model,"1,4,2,2,3,5"
197,Fine-Tuned Model,"3,1,6,4,5,2"
198,Fine-Tuned Model,"3,6,2,5,4,1"
199,Fine-Tuned Model,"1,2,5,6,1,2"
200,Fine-Tuned Model,"3,5,6,1,2,4"
201,Fine-Tuned Model,
202,Fine-Tuned Model,"3,6,1,4,5,2"
203,Fine-Tuned Model,"1,3,5,2,4,6"
204,Fine-Tuned Model,1
205,Fine-Tuned Model,"2,1,4,3,5,6"
206,Fine-Tuned Model,
207,Fine-Tuned Model,"5,2,3,4,6,1"
208,Fine-Tuned Model,
209,Fine-Tuned Model,
210,Fine-Tuned Model,"2,6,5,3,4,1"
211,Fine-Tuned Model,"3,6,2,5,1,4"
212,Fine-Tuned Model,"5,2,6,4,3,1"
213,Fine-Tuned Model,
214,Fine-Tuned Model,
215,Fine-Tuned Model,
216,Fine-Tuned Model,"4,3,2,6,5,1"
217,Fine-Tuned Model,"3,1,2,4,5,6"
218,Fine-Tuned Model,"1,2,3,4,5,6"
219,Fine-Tuned Model,"4,3,2,6,5,1"
220,Fine-Tuned Model,"6,2,4,3,5,1"
221,Fine-Tuned Model,"3,2,6,5,4,1"
222,Fine-Tuned Model,"4,3,6,5,2,1"
223,Fine-Tuned Model,"1,5,4,6,3,2"
224,Fine-Tuned Model,
225,Fine-Tuned Model,6
226,Fine-Tuned Model,"3,6,4,1,5,2"
227,Fine-Tuned Model,"2,4,1,6,3,5"
228,Fine-Tuned Model,
229,Fine-Tuned Model,
230,Fine-Tuned Model,"5,2,3,6,4,1"
231,Fine-Tuned Model,"4,2,3,6,1,5"
232,Fine-Tuned Model,"1,4,2,3,3,6"
233,Fine-Tuned Model,"2,4,6,1,5,3"
234,Fine-Tuned Model,"1,6,6"
235,Fine-Tuned Model,"3,6,2,5,4,1"
236,Fine-Tuned Model,"4,2,3,6,5,1"
237,Fine-Tuned Model,"3,4,2,6,5,3"
238,Fine-Tuned Model,"2,3,6,1,5,4"
239,Fine-Tuned Model,"5,2,6,1,4,3"
240,Fine-Tuned Model,"3,2,5,1,4,6"
241,Fine-Tuned Model,"5,2,3,6,1,4"
242,Fine-Tuned Model,"5,2,6,4,3,1"
243,Fine-Tuned Model,
244,Fine-Tuned Model,"4,2,5,1,3,6"
245,Fine-Tuned Model,
246,Fine-Tuned Model,"2,6,3,1,5,4"
247,Fine-Tuned Model,"3,6,2,5,1,4"
248,Fine-Tuned Model,"4,2,6,5,3,1"
249,Fine-Tuned Model,"1,6,6,4,2,6"
250,Fine-Tuned Model,
251,Fine-Tuned Model,"1,4,3,6,2,5"
252,Fine-Tuned Model,"2,5,6,1,3,4"
253,Fine-Tuned Model,"5,3,6,1,2,4"
254,Fine-Tuned Model,"4,3,6,1,2,5"
255,Fine-Tuned Model,"3,6,1,4,3,5"
256,Fine-Tuned Model,"3,2,5,1,6,4"
257,Fine-Tuned Model,
258,Fine-Tuned Model,"3,6,5,2,4,1"
259,Fine-Tuned Model,"3,6,2,5,4,1"
260,Fine-Tuned Model,"3,4,2,6,5,1"
261,Fine-Tuned Model,
262,Fine-Tuned Model,"4,2,6,3,1,5"
263,Fine-Tuned Model,"1,4,6,2,5,3"
264,Fine-Tuned Model,"4,2,3,6,5,1"
265,Fine-Tuned Model,"3,1,4,6,2,5"
266,Fine-Tuned Model,"2,4,5,6,1,3"
267,Fine-Tuned Model,
268,Fine-Tuned Model,"3,2,6,1,5,4"
269,Fine-Tuned Model,3
270,Fine-Tuned Model,"5,2,3,6,1,4"
271,Fine-Tuned Model,
272,Fine-Tuned Model,
273,Fine-Tuned Model,
274,Fine-Tuned Model,"5,2,6,3,1,4"
275,Fine-Tuned Model,"2,5,4,1,3,6"
276,Fine-Tuned Model,"4,2,6,1,3"
277,Fine-Tuned Model,"5,3,2,6,4,1"
278,Fine-Tuned Model,6
279,Fine-Tuned Model,"2,5,3,6,4,1"
280,Fine-Tuned Model,"1,4,2,5,3,6"
281,Fine-Tuned Model,"4,2,6,1,5,3"
282,Fine-Tuned Model,"6,3,2,6,5,1"
283,Fine-Tuned Model,1
284,Fine-Tuned Model,6
285,Fine-Tuned Model,
286,Fine-Tuned Model,
287,Fine-Tuned Model,
288,Fine-Tuned Model,"2,4,6,1,3,5"
289,Fine-Tuned Model,"2,4,5,6,3,1"
290,Fine-Tuned Model,"6,1,6,5,3,2"
291,Fine-Tuned Model,"5,2,6,3,1,4"
292,Fine-Tuned Model,"3,2,6,4,1,5"
293,Fine-Tuned Model,
294,Fine-Tuned Model,"4,2,6,1,5,3"
295,Fine-Tuned Model,"2,4,6,3,5,1"
296,Fine-Tuned Model,
297,Fine-Tuned Model,
298,Fine-Tuned Model,
299,Fine-Tuned Model,"1,6,6,6,4,2"
300,Fine-Tuned Model,
301,Fine-Tuned Model,
302,Fine-Tuned Model,"2,6,1,5,4,3"
303,Fine-Tuned Model,"4,2,5,6,1,3"
304,Fine-Tuned Model,
305,Fine-Tuned Model,"2,5,4,6,3,1"
306,Fine-Tuned Model,
307,Fine-Tuned Model,"3,6,2,4,5,1"
308,Fine-Tuned Model,"1,5,3,2,6,4"
309,Fine-Tuned Model,"3,2,5,6,1,4"
310,Fine-Tuned Model,
311,Fine-Tuned Model,"6,4,3,6,1,2"
312,Fine-Tuned Model,"1,6,6,1,2,4"
313,Fine-Tuned Model,
314,Fine-Tuned Model,"2,6,4,1,3,5"
315,Fine-Tuned Model,"2,5,3,4,6,1"
316,Fine-Tuned Model,
317,Fine-Tuned Model,"3,2,5,6,4,1"
318,Fine-Tuned Model,"3,2,6,5,1,4"
319,Fine-Tuned Model,"3,6,2,5,4,1"
320,Fine-Tuned Model,"3,5,2,6,1,4"
321,Fine-Tuned Model,"1,3,4,2,5,6"
322,Fine-Tuned Model,"1,3,2,6,5,4"
323,Fine-Tuned Model,6
324,Fine-Tuned Model,"3,2,6,4,1,5"
325,Fine-Tuned Model,"3,4,6,5,1,2"
326,Fine-Tuned Model,"1,6,6"
327,Fine-Tuned Model,"4,2,6,1,5,3"
328,Fine-Tuned Model,"3,6,1,2,4,5"
329,Fine-Tuned Model,"2,6,4,3,5,1"
330,Fine-Tuned Model,"1,3,4,5,2,6"
331,Fine-Tuned Model,
332,Fine-Tuned Model,
333,Fine-Tuned Model,"1,3,2,6,5,4"
334,Fine-Tuned Model,"2,4,6,1,3,5"
335,Fine-Tuned Model,"3,5,2,6,1,4"
336,Fine-Tuned Model,"4,6,1,2,3,5"
337,Fine-Tuned Model,"3,1,5,4,6,2"
338,Fine-Tuned Model,"4,2,6,3,1,5"
339,Fine-Tuned Model,"1,3,2,5,6,1"
340,Fine-Tuned Model,"2,4,3,5,6,1"
341,Fine-Tuned Model,"6,3,3,6,5,2"
342,Fine-Tuned Model,"3,5,2,4,1,6"
343,Fine-Tuned Model,"1,3,5,2,4,6"
344,Fine-Tuned Model,"1,6"
345,Fine-Tuned Model,"6,2,4,3,6,5"
346,Fine-Tuned Model,"4,2,6,1,3,5"
347,Fine-Tuned Model,"5,3,1,2,6,4"
348,Fine-Tuned Model,"4,2,6,3,1,5"
349,Fine-Tuned Model,
350,Fine-Tuned Model,"2,5,1,6,3,4"
351,Fine-Tuned Model,"3,5,2,6,4,1"
352,Fine-Tuned Model,
353,Fine-Tuned Model,"3,6,2,5,1,4"
354,Fine-Tuned Model,"3,6,4,2,5,1"
355,Fine-Tuned Model,
356,Fine-Tuned Model,"1,4,2,6,3,5"
357,Fine-Tuned Model,"1,3,5,3,6,2"
358,Fine-Tuned Model,"2,6,4,5,3,1"
359,Fine-Tuned Model,"2,5,3,6,1,4"
360,Fine-Tuned Model,"4,2,6,5,1,3"
361,Fine-Tuned Model,"4,2,6,5,3,1"
362,Fine-Tuned Model,
363,Fine-Tuned Model,
364,Fine-Tuned Model,"3,5,2,6"
365,Fine-Tuned Model,"5,3,6,1,6,2"
366,Fine-Tuned Model,"5,2,3,6,4,1"
367,Fine-Tuned Model,"5,2,6,3,1,4"
368,Fine-Tuned Model,"4,3,6,2,5,1"
369,Fine-Tuned Model,"1,6,6"
370,Fine-Tuned Model,
371,Fine-Tuned Model,"3,6,2,5,4,1"
372,Fine-Tuned Model,"2,5,6,3,4,1"
373,Fine-Tuned Model,"1,4,2,5,3,6"
374,Fine-Tuned Model,"2,6,3,4,1,5"
375,Fine-Tuned Model,"2,4,5,6,1,3"
376,Fine-Tuned Model,"2,6,4,5,1,3"
377,Fine-Tuned Model,"3,4,2,5,6,1"
378,Fine-Tuned Model,"1,4,3,2,6,1"
379,Fine-Tuned Model,"3,5,2,6,1,4"
380,Fine-Tuned Model,"3,6,2,4,5,1"
381,Fine-Tuned Model,"4,2,6,5,3,1"
382,Fine-Tuned Model,"1,2,5,3,6,4"
383,Fine-Tuned Model,
384,Fine-Tuned Model,6
385,Fine-Tuned Model,"3,5,2,6,1,4"
386,Fine-Tuned Model,"3,5,2,6,4,1"
387,Fine-Tuned Model,"1,4,2,5,3,6"
388,Fine-Tuned Model,"4,2,6,5,3,1"
389,Fine-Tuned Model,"3,4,2,6,5,1"
390,Fine-Tuned Model,"4,2,5,1,3,6"
391,Fine-Tuned Model,"1,2,2,5,3,4"
392,Fine-Tuned Model,
393,Fine-Tuned Model,"1,6,6"
394,Fine-Tuned Model,"1,2,3,5,2,6"
395,Fine-Tuned Model,"3,2,5,1,6,4"
396,Fine-Tuned Model,
397,Fine-Tuned Model,"1,3,4,2,5,6"
398,Fine-Tuned Model,"5,2,3,6,1,4"
399,Fine-Tuned Model,6
400,Fine-Tuned Model,"1,4,2,3,6,5"
401,Fine-Tuned Model,
402,Fine-Tuned Model,"2,4,3,6,5,1"
403,Fine-Tuned Model,"3,6,2,5,4,1"
404,Fine-Tuned Model,"3,2,5,4,1,6"
405,Fine-Tuned Model,"2,6,3,5,1,4"
406,Fine-Tuned Model,"6,3,5,2,6,4"
407,Fine-Tuned Model,2
408,Fine-Tuned Model,"4,2,5,3,6,1"
409,Fine-Tuned Model,"4,3,6,2,5,1"
410,Fine-Tuned Model,"4,1,5,6,3,2"
411,Fine-Tuned Model,"3,2,4,6,5,1"
412,Fine-Tuned Model,"1,2,3,5,6,2"
413,Fine-Tuned Model,"4,2,6,3,5,1"
414,Fine-Tuned Model,"1,2,3,4,5,6"
415,Fine-Tuned Model,
416,Fine-Tuned Model,"6,1,6,3,2,4"
417,Fine-Tuned Model,"3,6,2,5,1,4"
418,Fine-Tuned Model,"4,2,6,1,3,5"
419,Fine-Tuned Model,"3,6,2,4,5,1"
420,Fine-Tuned Model,
421,Fine-Tuned Model,
422,Fine-Tuned Model,"1,4,2,6,3,5"
423,Fine-Tuned Model,"1,2,3,4,5,6"
424,Fine-Tuned Model,"2,5,4,3,1,6"
425,Fine-Tuned Model,
426,Fine-Tuned Model,"3,1,6,4,2,5"
427,Fine-Tuned Model,"2,5,6,1,4,3"
428,Fine-Tuned Model,"1,3,5,4,6,2"
429,Fine-Tuned Model,"2,5,4,6,1,3"
430,Fine-Tuned Model,"3,2,6,5,1,4"
431,Fine-Tuned Model,"1,2,5,6,3,6"
432,Fine-Tuned Model,"6,1"
433,Fine-Tuned Model,"2,5,6,1,3,4"
434,Fine-Tuned Model,"4,2,6,1,5,3"
435,Fine-Tuned Model,"2,4,6,3,1,5"
436,Fine-Tuned Model,"6,1,6"
437,Fine-Tuned Model,"4,2,3,6,1,5"
438,Fine-Tuned Model,"4,3,2,1,6,5"
439,Fine-Tuned Model,
440,Fine-Tuned Model,"4,3,5,6,2,1"
441,Fine-Tuned Model,"3,2,6,4,5,1"
442,Fine-Tuned Model,"6,6,1,2,4,5"
443,Fine-Tuned Model,"1,2,4,5,3,6"
444,Fine-Tuned Model,"3,6,4,2,5,1"
445,Fine-Tuned Model,
446,Fine-Tuned Model,"4,2,6,3,5,1"
447,Fine-Tuned Model,"2,5,3,6,1,4"
448,Fine-Tuned Model,"1,4,2,6,5,3"
449,Fine-Tuned Model,"2,5,4,3,6,1"
450,Fine-Tuned Model,
451,Fine-Tuned Model,"2,6,5,3,4,1"
452,Fine-Tuned Model,
453,Fine-Tuned Model,"4,6,2,5,1,3"
454,Fine-Tuned Model,"3,5,1,6,2,4"
455,Fine-Tuned Model,"2,4,5,1,3,6"
456,Fine-Tuned Model,"1,3,6,2,4,5"
457,Fine-Tuned Model,
458,Fine-Tuned Model,"1,4,2,5,3,6"
459,Fine-Tuned Model,"3,6,2,5,4,1"
460,Fine-Tuned Model,"4,2,6,3,5,1"
461,Fine-Tuned Model,
462,Fine-Tuned Model,"4,6,2,5,1,3"
463,Fine-Tuned Model,"2,6,4,1,5,3"
464,Fine-Tuned Model,"5,3,2,6,4,1"
465,Fine-Tuned Model,
466,Fine-Tuned Model,"1,6,2,5,3,4"
467,Fine-Tuned Model,"2,4,3,6,1,5"
468,Fine-Tuned Model,"4,2,6,1,5,3"
469,Fine-Tuned Model,
470,Fine-Tuned Model,"3,5,2,6,1,4"
471,Fine-Tuned Model,"4,3,6,2,5,1"
472,Fine-Tuned Model,"3,1,6,2,5,4"
473,Fine-Tuned Model,"2,6,5,3,1,4"
474,Fine-Tuned Model,"2,5,3,6,1,4"
475,Fine-Tuned Model,"1,2,4,3,5,6"
476,Fine-Tuned Model,
477,Fine-Tuned Model,
478,Fine-Tuned Model,"3,2,5,1,6,4"
479,Fine-Tuned Model,"3,1,6,2,5,4"
480,Fine-Tuned Model,"1,3,6,2,4,5"
481,Fine-Tuned Model,"5,2,4,6,3,1"
482,Fine-Tuned Model,
483,Fine-Tuned Model,
484,Fine-Tuned Model,"3,6,2,5,4,1"
485,Fine-Tuned Model,
486,Fine-Tuned Model,
487,Fine-Tuned Model,"4,2,6,3,1,5"
488,Fine-Tuned Model,"6,1,6"
489,Fine-Tuned Model,"3,2,5,1,6,4"
490,Fine-Tuned Model,"4,2,6,3,5,1"
491,Fine-Tuned Model,"3,2,6,5,1,4"
492,Fine-Tuned Model,"3,5,2,6,1,4"
493,Fine-Tuned Model,
494,Fine-Tuned Model,
495,Fine-Tuned Model,"4,2,5,6,1,3"
496,Fine-Tuned Model,"1,2,3,4,5,6"
497,Fine-Tuned Model,"2,4,6,3,5,1"
498,Fine-Tuned Model,"3,2,6,5,4,1"
499,Fine-Tuned Model,"3,6,2,5,1,4"
500,Fine-Tuned Model,
501,Fine-Tuned Model,"3,6,4,2,5,1"
502,Fine-Tuned Model,
503,Fine-Tuned Model,
504,Fine-Tuned Model,
505,Fine-Tuned Model,"1,5,2,6,4,3"
506,Fine-Tuned Model,"4,2,6,3,5,1"
507,Fine-Tuned Model,"1,5,4,2,6,1"
508,Fine-Tuned Model,"3,4,6,1,5,2"
509,Fine-Tuned Model,"4,2,6,3,5,1"
510,Fine-Tuned Model,"1,2,3,4,5,6"
511,Fine-Tuned Model,
512,Fine-Tuned Model,
513,Fine-Tuned Model,
514,Fine-Tuned Model,"4,2,6,3,5,1"
515,Fine-Tuned Model,
516,Fine-Tuned Model,"4,2,3,5,1,6"
517,Fine-Tuned Model,"3,6,2,4,5,1"
518,Fine-Tuned Model,"4,2,6,3,5,1"
519,Fine-Tuned Model,"2,5,4,1,3,6"
520,Fine-Tuned Model,"6,1,6,6"
521,Fine-Tuned Model,
522,Fine-Tuned Model,"4,2,6,3,1,5"
523,Fine-Tuned Model,"1,6,6,2,5,6"
524,Fine-Tuned Model,"3,5,2,4,1,6"
525,Fine-Tuned Model,"6,1,6,1"
526,Fine-Tuned Model,"1,4,3,6,5,2"
527,Fine-Tuned Model,"3,1,5,4,2,6"
528,Fine-Tuned Model,
529,Fine-Tuned Model,"1,5,2,2,3,6"
530,Fine-Tuned Model,"3,1,6,2,4,5"
531,Fine-Tuned Model,
532,Fine-Tuned Model,"6,1,6"
533,Fine-Tuned Model,"2,5,3,6,1,4"
534,Fine-Tuned Model,"5,2,6,4,3,1"
535,Fine-Tuned Model,1
536,Fine-Tuned Model,"4,2,5,6,1,3"
537,Fine-Tuned Model,6
538,Fine-Tuned Model,"1,3,2,6,5,4"
539,Fine-Tuned Model,
540,Fine-Tuned Model,
541,Fine-Tuned Model,"5,2,3,1,6,4"
542,Fine-Tuned Model,"1,3,2,6,5,4"
543,Fine-Tuned Model,"4,6,2,5,3,6"
544,Fine-Tuned Model,"1,4"
545,Fine-Tuned Model,"3,2,6,1,5,4"
546,Fine-Tuned Model,"2,4,6,1,3,5"
547,Fine-Tuned Model,"3,6,2,5,4,1"
548,Fine-Tuned Model,"1,2,3,4,5,6"
549,Fine-Tuned Model,"3,5,2,6,1,4"
550,Fine-Tuned Model,
551,Fine-Tuned Model,"1,6,1,6,1,6"
552,Fine-Tuned Model,"2,3,6,4,1,5"
553,Fine-Tuned Model,"4,6,2,5,3,1"
554,Fine-Tuned Model,1
555,Fine-Tuned Model,
556,Fine-Tuned Model,
557,Fine-Tuned Model,"4,1,3,2,5,6"
558,Fine-Tuned Model,"3,2,4,5,6,1"
559,Fine-Tuned Model,"2,5,1,3,6,4"
560,Fine-Tuned Model,"2,5,3,6,1,4"
561,Fine-Tuned Model,"4,2,6,5,3,1"
562,Fine-Tuned Model,"5,2,6,1,4,3"
563,Fine-Tuned Model,"4,6,2,3,5,1"
564,Fine-Tuned Model,"3,4,1,6,5,2"
565,Fine-Tuned Model,1
566,Fine-Tuned Model,"5,2,6,1,4,3"
567,Fine-Tuned Model,
568,Fine-Tuned Model,"5,3,2,6,5,1"
569,Fine-Tuned Model,"4,2,5,1,6,3"
570,Fine-Tuned Model,"2,4,3,6,5,1"
571,Fine-Tuned Model,
572,Fine-Tuned Model,
573,Fine-Tuned Model,"4,2,6,3,5,1"
574,Fine-Tuned Model,"1,3,4,2,5,6"
575,Fine-Tuned Model,
576,Fine-Tuned Model,"1,6,2,6,3,6"
577,Fine-Tuned Model,
578,Fine-Tuned Model,"2,6,5,4,1,3"
579,Fine-Tuned Model,"5,2,6,3,1,4"
580,Fine-Tuned Model,"2,5,6,4,2,3"
581,Fine-Tuned Model,"5,2,3,1,6,4"
582,Fine-Tuned Model,"4,2,5,1,3,6"
583,Fine-Tuned Model,"4,3,6,1,2,5"
584,Fine-Tuned Model,"3,6,1,5,2,4"
585,Fine-Tuned Model,"4,2,6,3,5,1"
586,Fine-Tuned Model,"4,2,6,5,1,3"
587,Fine-Tuned Model,
588,Fine-Tuned Model,"4,1,6,3,5,2"
589,Fine-Tuned Model,"3,4,6,2,5,1"
590,Fine-Tuned Model,"1,3,2,6,5,4"
591,Fine-Tuned Model,"2,4,1,5,3,6"
592,Fine-Tuned Model,"1,4,3,6,2,5"
593,Fine-Tuned Model,
594,Fine-Tuned Model,"2,6,3,5,4,1"
