Run,Model Type,Extracted Numbers
749,base,"1,4,6"
750,base,"1,1,6"
751,base,"3,6,5"
752,base,"1,2,3"
753,base,
754,base,"3,6,4"
755,base,"5,2,6"
756,base,"5,2,6"
757,base,
758,base,"3,5,1"
759,base,"2,5,3"
760,base,"4,6,3"
761,base,
762,base,
763,base,
764,base,"1,4,2"
765,base,"1,1,2"
766,base,"4,6,3"
767,base,"4,2,5"
768,base,"3,2,6"
769,base,"2,4,3"
770,base,
771,base,"5,3,6"
772,base,"5,3,2"
773,base,
774,base,"2,5,6"
775,base,"3,4,2"
776,base,"1,4,3"
777,base,
778,base,"4,2,6"
779,base,"3,6,2"
780,base,
781,base,"5,2,6"
782,base,"3,4,1"
783,base,"4,2,6"
784,base,"4,6,3"
785,base,
786,base,"2,5,6"
787,base,"4,2,6"
788,base,"3,4,6"
789,base,"6,3"
790,base,"1,2,3"
791,base,
792,base,"5,2,6"
793,base,"3,6,5"
794,base,
795,base,"2,5,6"
796,base,"1,6,1"
797,base,"3,2,5"
798,base,"1,2,3"
799,base,"4,6,3"
800,base,"5,3,6"
801,base,"2,5,4"
802,base,"2,5,6"
803,base,"3,6,2"
804,base,"2,6,5"
805,base,"1,2,3"
806,base,"1,2,3"
807,base,"1,4,3"
808,base,"4,2,5"
809,base,
810,base,"3,6,2"
811,base,"4,6,3"
812,base,"3,6,2"
813,base,"3,6,5"
814,base,"4,2,5"
815,base,"4,2,6"
816,base,"4,2,6"
817,base,"3,5,6"
818,base,"1,4,5"
819,base,"4,2,5"
820,base,3
821,base,"3,5,1"
822,base,"4,2,6"
823,base,"1,3,5"
824,base,"4,2,5"
825,base,"2,4,6"
826,base,"2,5,3"
827,base,"4,2,6"
828,base,
829,base,"3,5,6"
830,base,"1,4,6"
831,base,"3,5,2"
832,base,"3,6,2"
833,base,"1,3,2"
834,base,"3,6,5"
835,base,"4,2,6"
836,base,"3,6,1"
837,base,"1,4,6"
838,base,"4,2,6"
839,base,"1,4,2"
840,base,"3,6,2"
841,base,
842,base,"4,2,6"
843,base,
844,base,"4,2,6"
845,base,"1,3,2"
846,base,"4,3,6"
847,base,"2,6,5"
848,base,
849,base,"4,3,5"
850,base,"1,2,3"
851,base,
852,base,"3,6,2"
853,base,"2,5,3"
854,base,"1,2,3"
855,base,"1,2,3"
856,base,"3,6,5"
857,base,"5,2,6"
858,base,
859,base,"3,5"
860,base,"3,4,2"
861,base,"5,3,4"
862,base,"1,5,4"
863,base,"2,5,3"
864,base,"1,4,2"
865,base,
866,base,"4,2,6"
867,base,"3,6,2"
868,base,"4,2,6"
869,base,"3,5,2"
870,base,"1,6,1"
871,base,"1,4,2"
872,base,"5,2,6"
873,base,"4,3,6"
874,base,
875,base,"4,6,5"
876,base,"3,2,5"
877,base,"3,2"
878,base,
879,base,"2,5,6"
880,base,"4,2,6"
881,base,"2,3,4"
882,base,
883,base,"2,5,3"
884,base,
885,base,"4,6,2"
886,base,
887,base,"2,5,4"
888,base,"3,5,2"
889,base,"4,6,2"
890,base,"2,5,3"
891,base,"4,2,6"
892,base,"4,6,5"
893,base,
894,base,"5,2,6"
895,base,
896,base,"5,2,3"
897,base,"1,3,5"
898,base,"3,6,1"
899,base,"3,6,2"
900,base,"4,2,6"
901,base,"1,4,6"
902,base,"1,2,3"
903,base,
904,base,6
905,base,"4,6,2"
906,base,"5,2,3"
907,base,
908,base,"2,6,4"
909,base,"2,5,3"
910,base,"3,6,5"
911,base,
912,base,"1,2,6"
913,base,"4,2,6"
914,base,"1,3,4"
915,base,"2,5,3"
916,base,"3,2,6"
917,base,"4,3,5"
918,base,"3,6,1"
919,base,"3,2,6"
920,base,"3,2,5"
921,base,"2,5,3"
922,base,"3,4,6"
923,base,"4,3,6"
924,base,
925,base,"3,2,5"
926,base,
927,base,
928,base,"4,3,5"
929,base,"6,3,2"
930,base,"3,6,2"
931,base,"4,2,6"
932,base,"3,6,2"
933,base,"2,5,1"
934,base,"4,2,6"
935,base,"3,3,5"
936,base,"1,5,3"
937,base,"2,4,5"
938,base,"4,3,2"
939,base,"3,2,6"
940,base,"3,5,2"
941,base,
942,base,"4,6,3"
943,base,"5,4,3"
944,base,"4,3,2"
945,base,"6,3,2"
946,base,"4,2,6"
947,base,"5,2,6"
948,base,"3,6,5"
949,base,"4,2,6"
950,base,"4,6,3"
951,base,
952,base,
953,base,
954,base,"4,2,6"
955,base,
956,base,5
957,base,"2,6"
958,base,"1,2,4"
959,base,"2,5,3"
960,base,"5,4,2"
961,base,"2,5,3"
962,base,"3,6,2"
963,base,"3,6,2"
964,base,"1,2,3"
965,base,
966,base,"4,2,6"
967,base,"5,2,6"
968,base,"5,3,6"
969,base,"1,4,6"
970,base,"4,2,6"
971,base,"3,2,5"
972,base,"2,4,5"
973,base,6
974,base,"2,4,3"
975,base,"3,5,1"
976,base,"1,2,6"
977,base,3
978,base,
979,base,"1,2,3"
980,base,"2,4,6"
981,base,"4,6,3"
982,base,"2,5,3"
983,base,
984,base,"3,4,5"
985,base,"2,6,4"
986,base,"2,6,4"
987,base,"3,2,6"
988,base,"1,2,3"
989,base,"4,3,6"
990,base,"1,4,3"
991,base,"1,5,3"
992,base,5
993,base,
994,base,"5,4,2"
995,base,"3,6,2"
996,base,"6,6,6"
997,base,"2,5,3"
998,base,"5,3,6"
999,base,"3,5,2"
1000,base,"1,1"
1001,base,"2,6,3"
1002,base,
1003,base,"3,6,5"
1004,base,"3,6,2"
1005,base,"4,2,6"
1006,base,"4,2,5"
1007,base,"4,2,6"
1008,base,"3,6,2"
1009,base,"4,6,2"
1010,base,"3,6,2"
1011,base,"2,6,4"
1012,base,"2,6,3"
1013,base,
1014,base,"4,6,3"
1015,base,"2,5,3"
1016,base,"2,4,6"
1017,base,"4,2,6"
1018,base,"3,4,6"
1019,base,"1,2,3"
1020,base,"4,2,6"
1021,base,"2,5,3"
1022,base,"2,5,6"
1023,base,"4,6,3"
1024,base,"1,3,2"
1025,base,"4,2,6"
1026,base,"4,2,6"
1027,base,
1028,base,
1029,base,
1030,base,"4,2,6"
1031,base,
1032,base,"2,6,3"
1033,base,
1034,base,
1035,base,"1,6,1"
1036,base,
1037,base,
1038,base,"5,3,2"
1039,base,"2,6,4"
1040,base,"4,3,6"
1041,base,"5,2,6"
1042,base,"4,6,2"
1043,base,
1044,base,"4,2,6"
1045,base,"4,2,6"
1046,base,"1,6"
1047,base,"5,3,2"
1048,base,
1049,base,"2,5,3"
1050,base,"3,4,6"
1051,base,
1052,base,"3,6,4"
1053,base,
1054,base,"3,2"
1055,base,"1,3,5"
1056,base,"4,3,6"
1057,base,
1058,base,"4,3,6"
1059,base,"4,2,5"
1060,base,"5,2,6"
1061,base,"4,2,6"
1062,base,
1063,base,"4,2,6"
1064,base,"2,5,4"
1065,base,"4,2,6"
1066,base,"3,4,6"
1067,base,"3,6,4"
1068,base,"1,3,4"
1069,base,"3,6,5"
1070,base,"3,2,4"
1071,base,"2,5,4"
1072,base,"3,5,2"
1073,base,
1074,base,"3,6,4"
1075,base,"3,5,6"
1076,base,"5,4,2"
1077,base,"4,2,6"
1078,base,"2,4,6"
1079,base,"3,5,2"
1080,base,"5,4,6"
1081,base,"5,3,2"
1082,base,"1,6,3"
1083,base,"1,4,2"
1084,base,"2,5,3"
1085,base,"3,4"
1086,base,"4,2,6"
1087,base,"1,3,5"
1088,base,"2,4,5"
1089,base,"5,2,6"
1090,base,
1091,base,"4,3,2"
1092,base,
1093,base,"4,6,2"
1094,base,"6,2,4"
1095,base,
1096,base,"1,4,2"
1097,base,"3,2,6"
1098,base,
1099,base,"2,5,3"
1100,base,
1101,base,"1,1,2"
1102,base,"4,3,6"
1103,base,"1,4,3"
1104,base,"2,5,3"
1105,base,"2,4,6"
1106,base,"5,3,2"
1107,base,"2,5,6"
1108,base,5
1109,base,
1110,base,"4,2,6"
1111,base,"3,5,2"
1112,base,"3,6,2"
1113,base,"1,2,3"
1114,base,"2,5,6"
1115,base,"1,3,6"
1116,base,"5,2,4"
1117,base,"1,2,6"
1118,base,"4,2,6"
1119,base,"6,5,3"
1120,base,"5,3,2"
1121,base,"4,2,6"
1122,base,
1123,base,
1124,base,"4,3,6"
1125,base,"3,6,5"
1126,base,
1127,base,"1,2,3"
1128,base,"3,2,6"
1129,base,3
1130,base,"2,6,4"
1131,base,"5,2,6"
1132,base,"1,6,3"
1133,base,"2,5,1"
1134,base,"4,2,5"
1135,base,"4,2,6"
1136,base,"4,2,6"
1137,base,
1138,base,"4,1,2"
1139,base,
1140,base,
1141,base,"2,5,3"
1142,base,"4,2,6"
1143,base,"1,6,3"
1144,base,
1145,base,"3,5,2"
1146,base,"3,6,5"
1147,base,"2,5,1"
1148,base,
1149,base,
1150,base,"2,5,6"
1151,base,"4,3,6"
1152,base,"1,6,1"
1153,base,
1154,base,"4,2,6"
1155,base,"2,5,3"
1156,base,"1,6,1"
1157,base,"5,2,6"
1158,base,"4,2,5"
1159,base,"1,4,5"
1160,base,"3,1,6"
1161,base,"3,6,2"
1162,base,"4,3,2"
1163,base,"4,3,2"
1164,base,
1165,base,"3,4,5"
1166,base,"5,3,2"
1167,base,
1168,base,"4,6,2"
1169,base,"4,2,6"
1170,base,"5,3,2"
1171,base,"4,2,6"
1172,base,"4,2,6"
1173,base,
1174,base,"2,4,6"
1175,base,"2,5,3"
1176,base,"4,2,6"
1177,base,6
1178,base,"2,6,4"
1179,base,
1180,base,"4,2,6"
1181,base,"3,6,2"
1182,base,"2,4,6"
1183,base,"2,6,4"
1184,base,
1185,base,"1,5"
1186,base,"2,5,3"
1187,base,"4,3,2"
1188,base,"4,2,6"
1189,base,"2,5,3"
1190,base,"4,3,6"
1191,base,"4,5,6"
1192,base,"1,2,2"
1193,base,"2,5,4"
1194,base,
1195,base,"5,4,2"
1196,base,"3,2,4"
1197,base,"5,3,4"
1198,base,6
1199,base,
1200,base,"1,3,5"
1201,base,"2,5,3"
1202,base,"5,3,2"
1203,base,"4,2,6"
1204,base,
1205,base,
1206,base,"5,3,2"
1207,base,
1208,base,"1,3,5"
1209,base,"3,6,2"
1210,base,"2,5,3"
1211,base,"2,5,6"
1212,base,"4,3,6"
1213,base,"2,5,3"
1214,base,"5,2,3"
1215,base,"4,3,6"
1216,base,"4,2,6"
1217,base,"3,6,2"
1218,base,"4,2,6"
1219,base,6
1220,base,"4,3"
1221,base,"3,5,2"
1222,base,"3,4,5"
1223,base,"1,5,3"
1224,base,"1,6,3"
1225,base,
1226,base,
1227,base,
1228,base,"4,2,6"
1229,base,"1,2,2"
1230,base,"1,4,2"
1231,base,"3,5,4"
1232,base,
1233,base,"3,4,6"
1234,base,"1,4"
1235,base,"3,2,5"
1236,base,
1237,base,"3,6,2"
1238,base,"1,6,1"
1239,base,"2,6,5"
1240,base,"4,6"
1241,base,"2,5,3"
1242,base,"4,3,6"
1243,base,"4,3,6"
1244,base,"1,4,2"
1245,base,"4,6,2"
1246,base,"2,5,3"
1247,base,
1248,base,"4,6,3"
1249,base,"1,2,3"
1250,base,
1251,base,
1252,base,"4,6,2"
1253,base,"1,3,5"
1254,base,
1255,base,"2,4,6"
1256,base,"5,3,4"
1257,base,"3,5,2"
1258,base,"4,6,2"
1259,base,"4,3,6"
1260,base,"4,3,6"
1261,base,"4,2,6"
1262,base,"3,6,4"
1263,base,"3,4,2"
1264,base,"4,3,6"
1265,base,"5,3,2"
1266,base,"4,2,6"
1267,base,"4,2,6"
1268,base,"2,6,3"
1269,base,"2,5,3"
1270,base,"4,3,6"
1271,base,"1,4,2"
1272,base,"3,1,6"
1273,base,"3,2,5"
1274,base,"2,5,3"
1275,base,"3,4,5"
1276,base,
1277,base,"1,2,4"
1278,base,"4,6,2"
1279,base,"4,2,6"
1280,base,"1,4,3"
1281,base,"4,2,6"
1282,base,"6,3"
1283,base,"1,3,2"
1284,base,
1285,base,"1,2,3"
1286,base,
1287,base,"5,2,6"
1288,base,"3,6,2"
1289,base,"3,6,2"
1290,base,
1291,base,"3,6,2"
1292,base,"4,2,5"
1293,base,"5,2,4"
1294,base,"3,2,6"
1295,base,"1,5,2"
1296,base,"4,6,2"
1297,base,"4,2,6"
1298,base,"4,2,6"
1299,base,"5,3,1"
