Run,Model Type,Extracted Numbers
107,Fine-Tuned Model,"2,6,3,2,5,4"
108,Fine-Tuned Model,
109,Fine-Tuned Model,"5,3,1,6,2,4"
110,Fine-Tuned Model,"4,3,1,5,2,6"
111,Fine-Tuned Model,"1,4,3,2,5,6"
112,Fine-Tuned Model,"4,3,6,2,5,1"
113,Fine-Tuned Model,"4,2,5,6,3,1"
114,Fine-Tuned Model,"1,6,6"
115,Fine-Tuned Model,"3,4,1,6,2,5"
116,Fine-Tuned Model,"4,2,5,1,6,3"
117,Fine-Tuned Model,"1,6,6"
118,Fine-Tuned Model,2
119,Fine-Tuned Model,"1,5,2,3,6,4"
120,Fine-Tuned Model,"4,2,5,6,3,1"
121,Fine-Tuned Model,"4,2,6,3,5,1"
122,Fine-Tuned Model,"5,2,3,6,1,4"
123,Fine-Tuned Model,"5,3,2,6,4,1"
124,Fine-Tuned Model,"5,2,3,6,1,4"
125,Fine-Tuned Model,
126,Fine-Tuned Model,"4,2,6,5,3,1"
127,Fine-Tuned Model,"3,2,5,6,4,1"
128,Fine-Tuned Model,
129,Fine-Tuned Model,"4,2,6,3,1,5"
130,Fine-Tuned Model,"4,3,2,6,5,1"
131,Fine-Tuned Model,"2,4,1,6,3,5"
132,Fine-Tuned Model,"1,2,3,4,5,6"
133,Fine-Tuned Model,"6,1,6,4,2,6"
134,Fine-Tuned Model,1
135,Fine-Tuned Model,
136,Fine-Tuned Model,"3,5,1,4,3,6"
137,Fine-Tuned Model,"4,3,2,6,1,5"
138,Fine-Tuned Model,"5,3,2,6,4,1"
139,Fine-Tuned Model,
140,Fine-Tuned Model,"6,1,1,6"
141,Fine-Tuned Model,
142,Fine-Tuned Model,"3,5,1,6,2,4"
143,Fine-Tuned Model,"1,2,3,6,1,5"
144,Fine-Tuned Model,"5,2,6,3,4,1"
145,Fine-Tuned Model,"5,3,4,2,6,1"
146,Fine-Tuned Model,"3,6,2,5,4,1"
147,Fine-Tuned Model,"1,6,6,5,3,6"
148,Fine-Tuned Model,"3,6,2,4,5,1"
149,Fine-Tuned Model,"6,1,6"
150,Fine-Tuned Model,3
151,Fine-Tuned Model,"2,6,5,3,1,4"
152,Fine-Tuned Model,"4,2,6,3,5,1"
153,Fine-Tuned Model,"2,4,3,2,5,6"
154,Fine-Tuned Model,"1,6,1,1"
155,Fine-Tuned Model,"1,3,5,2,4,6"
156,Fine-Tuned Model,"4,6,2,1,5,3"
157,Fine-Tuned Model,
158,Fine-Tuned Model,"4,2,6,1,3,5"
159,Fine-Tuned Model,"4,6,5,1,2,3"
160,Fine-Tuned Model,"3,6,1,5,4,2"
161,Fine-Tuned Model,"2,4,1,3,6,5"
162,Fine-Tuned Model,
163,Fine-Tuned Model,2
164,Fine-Tuned Model,"4,6,2,5,3,1"
165,Fine-Tuned Model,
166,Fine-Tuned Model,"3,6,5,2,1,4"
167,Fine-Tuned Model,"1,5,3,6,4,5"
168,Fine-Tuned Model,"3,2,6,5,4,1"
169,Fine-Tuned Model,"5,2,3,1,6,4"
170,Fine-Tuned Model,"1,2,4,6,3,2"
171,Fine-Tuned Model,
172,Fine-Tuned Model,"3,2,6,1,5,4"
173,Fine-Tuned Model,"2,4,5,1,3,6"
174,Fine-Tuned Model,"2,5,1,3,6,4"
175,Fine-Tuned Model,"2,6,5,3,1,4"
176,Fine-Tuned Model,
177,Fine-Tuned Model,"3,6,1,2,5,4"
178,Fine-Tuned Model,"5,3,2,4,6,1"
179,Fine-Tuned Model,
180,Fine-Tuned Model,"5,3,6,1,2,4"
181,Fine-Tuned Model,"1,3,4,2,6,5"
182,Fine-Tuned Model,
183,Fine-Tuned Model,"4,6,2,5,1,3"
184,Fine-Tuned Model,"5,1,4,3,2,6"
185,Fine-Tuned Model,"4,6,2,3,5,1"
186,Fine-Tuned Model,"4,2,6,3,5,1"
187,Fine-Tuned Model,"2,5,3,6,4,1"
188,Fine-Tuned Model,"2,6,3,4,5,1"
189,Fine-Tuned Model,"1,1"
190,Fine-Tuned Model,
191,Fine-Tuned Model,"6,3,5,2,1,4"
192,Fine-Tuned Model,"3,4,2,6,5,1"
193,Fine-Tuned Model,"2,6,5,4,1,3"
194,Fine-Tuned Model,6
195,Fine-Tuned Model,"6,1,6"
196,Fine-Tuned Model,"3,6,2,5,1,4"
197,Fine-Tuned Model,"1,4,2,3,6,5"
198,Fine-Tuned Model,"1,3,5,2,6,4"
199,Fine-Tuned Model,
200,Fine-Tuned Model,"2,5,6,4,2,3"
201,Fine-Tuned Model,"5,3,6,2,6,4"
202,Fine-Tuned Model,"3,6,1,2,5,4"
203,Fine-Tuned Model,"1,3,5,2,6,4"
204,Fine-Tuned Model,"1,2,4,1,3,2"
205,Fine-Tuned Model,
206,Fine-Tuned Model,
207,Fine-Tuned Model,"3,4,1,6,2,5"
208,Fine-Tuned Model,"3,5,1,2,6,4"
209,Fine-Tuned Model,"5,2,3,6,1,4"
210,Fine-Tuned Model,"2,6,4,3,5,1"
211,Fine-Tuned Model,"1,2,3,4,5,6"
212,Fine-Tuned Model,"3,4,6,2,5,1"
213,Fine-Tuned Model,"2,5,6,3,1,4"
214,Fine-Tuned Model,
215,Fine-Tuned Model,"4,3,2,6,1,5"
216,Fine-Tuned Model,"4,2,6,3,5,1"
217,Fine-Tuned Model,"5,2,3,6,1,4"
218,Fine-Tuned Model,
219,Fine-Tuned Model,
220,Fine-Tuned Model,"1,2,4,3,5,6"
221,Fine-Tuned Model,"1,3,5,2,4,6"
222,Fine-Tuned Model,"6,1,6,1,4,6"
223,Fine-Tuned Model,"5,3,2,6,1,4"
224,Fine-Tuned Model,"3,6,2,5,1,4"
225,Fine-Tuned Model,"2,4,3,6,5,1"
226,Fine-Tuned Model,"1,4,2,3,6,5"
227,Fine-Tuned Model,"4,3,2,5,1,6"
228,Fine-Tuned Model,"2,4,5,6,3,1"
229,Fine-Tuned Model,
230,Fine-Tuned Model,"2,5,3,6,1,4"
231,Fine-Tuned Model,"3,6,1,5,4,2"
232,Fine-Tuned Model,"4,3,6,2,5,1"
233,Fine-Tuned Model,
234,Fine-Tuned Model,"5,2,6,1,4,3"
235,Fine-Tuned Model,1
236,Fine-Tuned Model,"4,3,6,2,5,1"
237,Fine-Tuned Model,"3,6,2,5,1,4"
238,Fine-Tuned Model,"2,6,5,3,1,4"
239,Fine-Tuned Model,"5,1,3,6,2,4"
240,Fine-Tuned Model,"5,3,6,2,4,1"
241,Fine-Tuned Model,
242,Fine-Tuned Model,
243,Fine-Tuned Model,
244,Fine-Tuned Model,"4,2,6,1,5,3"
245,Fine-Tuned Model,"1,3,5,2,4,5"
246,Fine-Tuned Model,"5,2,6,4,3,1"
247,Fine-Tuned Model,
248,Fine-Tuned Model,
249,Fine-Tuned Model,
250,Fine-Tuned Model,"4,2,6,5,3,1"
251,Fine-Tuned Model,"2,6,4,3,1,5"
252,Fine-Tuned Model,"2,5,4,3,1,6"
253,Fine-Tuned Model,"3,6,2,5,4,1"
254,Fine-Tuned Model,"3,2,4,5,6,1"
255,Fine-Tuned Model,"5,2,6,1,4,3"
256,Fine-Tuned Model,
257,Fine-Tuned Model,"2,4,6,3,1,5"
258,Fine-Tuned Model,"4,2,6,3,1,5"
259,Fine-Tuned Model,"5,2,4,3,6,1"
260,Fine-Tuned Model,
261,Fine-Tuned Model,"1,6"
262,Fine-Tuned Model,"1,4,2,5,3,6"
263,Fine-Tuned Model,"3,6,1,2,5,4"
264,Fine-Tuned Model,"3,2,6,4,5,1"
265,Fine-Tuned Model,"3,5,1,3,2,4"
266,Fine-Tuned Model,"2,5,3,1,6,4"
267,Fine-Tuned Model,"1,3,2,6,5,4"
268,Fine-Tuned Model,"3,2,6,4,5,1"
269,Fine-Tuned Model,
270,Fine-Tuned Model,
271,Fine-Tuned Model,"3,6,2,5,4,1"
272,Fine-Tuned Model,"3,6,2,4,5,1"
273,Fine-Tuned Model,"2,5,3,6,1,4"
274,Fine-Tuned Model,"1,4,3,2,6,5"
275,Fine-Tuned Model,"1,4,2,5,6,3"
276,Fine-Tuned Model,
277,Fine-Tuned Model,"3,6,2,1,5,4"
278,Fine-Tuned Model,"1,5,3,2,6,4"
279,Fine-Tuned Model,"1,6,6"
280,Fine-Tuned Model,"3,2,6,1,4,5"
281,Fine-Tuned Model,"2,5,6,4,3,1"
282,Fine-Tuned Model,"1,2,3,4,5,6"
283,Fine-Tuned Model,"3,5,2,6,1,4"
284,Fine-Tuned Model,"2,5,3,1,6,4"
285,Fine-Tuned Model,"2,4,3,5,1,6"
286,Fine-Tuned Model,"6,2,5,3,1,4"
287,Fine-Tuned Model,"2,5,3,6,1,4"
288,Fine-Tuned Model,
289,Fine-Tuned Model,
290,Fine-Tuned Model,"4,3,5,6,2,1"
291,Fine-Tuned Model,"2,6,3,1,4,5"
292,Fine-Tuned Model,"4,2,5,6,3,1"
293,Fine-Tuned Model,"4,2,6,1,5,3"
294,Fine-Tuned Model,"3,6,2,5,4,1"
295,Fine-Tuned Model,"5,2,3,6,1,4"
296,Fine-Tuned Model,"4,2,6,5,1,3"
297,Fine-Tuned Model,"3,1,5,2,4,6"
298,Fine-Tuned Model,"4,2,6,3,1,5"
299,Fine-Tuned Model,"2,5,4,3,2,1"
300,Fine-Tuned Model,"2,6,5,3,1,4"
301,Fine-Tuned Model,"4,2,6,3,1,5"
302,Fine-Tuned Model,"4,3,6,2,5,1"
303,Fine-Tuned Model,"4,2,6,5,3,1"
304,Fine-Tuned Model,
305,Fine-Tuned Model,"2,5,6,1,3,4"
306,Fine-Tuned Model,"4,1,2,5,3,6"
307,Fine-Tuned Model,"1,5,2,4,6,3"
308,Fine-Tuned Model,"6,6"
309,Fine-Tuned Model,"2,5,1,6,3,4"
310,Fine-Tuned Model,"3,2,6,5,1,4"
311,Fine-Tuned Model,"1,4,6,2,5,3"
312,Fine-Tuned Model,
313,Fine-Tuned Model,"2,5,3,6,4,1"
314,Fine-Tuned Model,"4,2,6,5,1,3"
315,Fine-Tuned Model,"1,4,2,6,3,5"
316,Fine-Tuned Model,"3,5,2,1,6,4"
317,Fine-Tuned Model,"1,2,3,4,5,6"
318,Fine-Tuned Model,
319,Fine-Tuned Model,"4,3,2,6,1,5"
320,Fine-Tuned Model,"3,2,6,5,4,1"
321,Fine-Tuned Model,"4,2,6,5,3,1"
322,Fine-Tuned Model,"2,5,6,3,1,4"
323,Fine-Tuned Model,
324,Fine-Tuned Model,"2,5,3,1,4,6"
325,Fine-Tuned Model,"2,5,4,3,6,1"
326,Fine-Tuned Model,"1,1,6,1,1,6"
327,Fine-Tuned Model,"1,6,3,2,5,4"
328,Fine-Tuned Model,"3,6,2,5,1,4"
329,Fine-Tuned Model,"4,3,2,6,5,1"
330,Fine-Tuned Model,"1,4,2,6,3,5"
331,Fine-Tuned Model,"4,2,6,3,1,5"
332,Fine-Tuned Model,"6,1,6"
333,Fine-Tuned Model,"1,4,2,5,6,3"
334,Fine-Tuned Model,"5,2,4,1,3,6"
335,Fine-Tuned Model,"1,6,3,6,2,5"
336,Fine-Tuned Model,
337,Fine-Tuned Model,
338,Fine-Tuned Model,"4,2,5,1,3,6"
339,Fine-Tuned Model,
340,Fine-Tuned Model,"4,1,3,2,6,5"
341,Fine-Tuned Model,"5,3,2,6,1,4"
342,Fine-Tuned Model,"1,4,3,5,6,5"
343,Fine-Tuned Model,
344,Fine-Tuned Model,"4,3,6,2,1,5"
345,Fine-Tuned Model,
346,Fine-Tuned Model,
347,Fine-Tuned Model,
348,Fine-Tuned Model,
349,Fine-Tuned Model,"2,5,4,3,1,6"
350,Fine-Tuned Model,"1,5,2,3,3,2"
351,Fine-Tuned Model,"5,3,6,2,4,1"
352,Fine-Tuned Model,"4,6,2,5,3,1"
353,Fine-Tuned Model,
354,Fine-Tuned Model,"6,1,6,3,2,5"
355,Fine-Tuned Model,"6,1,6"
356,Fine-Tuned Model,"1,5,3,6,2,4"
357,Fine-Tuned Model,
358,Fine-Tuned Model,"5,3,2,4,1,6"
359,Fine-Tuned Model,"2,4,1,6,3,5"
360,Fine-Tuned Model,6
361,Fine-Tuned Model,"2,3,2,6,5,1"
362,Fine-Tuned Model,"4,2,6,3,5,1"
363,Fine-Tuned Model,"3,5,2,6,1,4"
364,Fine-Tuned Model,"2,4,5,1,3,6"
365,Fine-Tuned Model,
366,Fine-Tuned Model,"1,2,3,4,5,6"
367,Fine-Tuned Model,"3,4,2,1,6,5"
368,Fine-Tuned Model,"3,6,5,1,2,4"
369,Fine-Tuned Model,
370,Fine-Tuned Model,"4,2,6,3,5,1"
371,Fine-Tuned Model,"5,1,4,2,3,6"
372,Fine-Tuned Model,
373,Fine-Tuned Model,"3,2,5,1,4,6"
374,Fine-Tuned Model,"1,2,3,4,5,6"
375,Fine-Tuned Model,
376,Fine-Tuned Model,
377,Fine-Tuned Model,"5,2,6,3,1,4"
378,Fine-Tuned Model,"2,6,1,3,4,5"
379,Fine-Tuned Model,"3,5,2,6,1,4"
380,Fine-Tuned Model,"6,4,2,5,6,3"
381,Fine-Tuned Model,"1,3,5,6,2,4"
382,Fine-Tuned Model,4
383,Fine-Tuned Model,"4,3,2,6,5,1"
384,Fine-Tuned Model,"2,6,4,3,5,1"
385,Fine-Tuned Model,"5,2,6,3,1,4"
386,Fine-Tuned Model,"5,2,6,3,1,4"
387,Fine-Tuned Model,
388,Fine-Tuned Model,"6,2,4,3,1,5"
389,Fine-Tuned Model,"1,6,4,3,3,2"
390,Fine-Tuned Model,"6,1,5"
391,Fine-Tuned Model,
392,Fine-Tuned Model,"1,4,3,6,2,5"
393,Fine-Tuned Model,"3,5,1,2,6,4"
394,Fine-Tuned Model,
395,Fine-Tuned Model,
396,Fine-Tuned Model,"1,3,2,6,5,4"
397,Fine-Tuned Model,"4,3,1,2,6,5"
398,Fine-Tuned Model,"5,3,1,6,4,2"
399,Fine-Tuned Model,"1,3,6,4,3,2"
400,Fine-Tuned Model,"2,6,4,1,5,3"
401,Fine-Tuned Model,"1,2,3,1,4,3"
402,Fine-Tuned Model,
403,Fine-Tuned Model,1
404,Fine-Tuned Model,"6,1,6"
405,Fine-Tuned Model,"3,2,5,1,4,6"
406,Fine-Tuned Model,"2,5,4,1,3,6"
407,Fine-Tuned Model,
408,Fine-Tuned Model,"3,2,5,1,6,4"
409,Fine-Tuned Model,"3,6,2,5,4,1"
410,Fine-Tuned Model,
411,Fine-Tuned Model,"3,6,2,5,1,4"
412,Fine-Tuned Model,"6,6,6,6,4,4"
413,Fine-Tuned Model,"6,1,6,3,2,5"
414,Fine-Tuned Model,"1,2,3,4,5,6"
415,Fine-Tuned Model,"4,2,6,3,1,5"
416,Fine-Tuned Model,
417,Fine-Tuned Model,"4,2,6,5,3,1"
418,Fine-Tuned Model,"3,2,6,5,1,4"
419,Fine-Tuned Model,"4,2,3,6,5,1"
420,Fine-Tuned Model,"2,3,4,5,6,1"
421,Fine-Tuned Model,
422,Fine-Tuned Model,"4,2,6,3,5,1"
423,Fine-Tuned Model,
424,Fine-Tuned Model,"6,3,6,2,5,4"
425,Fine-Tuned Model,"3,5,2,6,4,1"
426,Fine-Tuned Model,
427,Fine-Tuned Model,"6,2,4,1,5,3"
428,Fine-Tuned Model,"4,2,6,1,3,5"
429,Fine-Tuned Model,"1,4,6,3,5,2"
430,Fine-Tuned Model,"4,2,6,5,3,1"
431,Fine-Tuned Model,"2,4,6,5,1,3"
432,Fine-Tuned Model,"1,2,3,4,5,6"
433,Fine-Tuned Model,
434,Fine-Tuned Model,"1,6,5,2,3,4"
435,Fine-Tuned Model,"1,2,3,4,5,6"
436,Fine-Tuned Model,"1,3,4,2,5,6"
437,Fine-Tuned Model,"1,6"
438,Fine-Tuned Model,"2,5,3,6,1,4"
439,Fine-Tuned Model,
440,Fine-Tuned Model,"6,4,5,2,3,1"
441,Fine-Tuned Model,"4,6,2,5,3,1"
442,Fine-Tuned Model,"1,6,6,1,6,6"
443,Fine-Tuned Model,"1,4,3,6,5,2"
444,Fine-Tuned Model,"1,2,3,4,5,6"
445,Fine-Tuned Model,
446,Fine-Tuned Model,"1,6,6,1"
447,Fine-Tuned Model,"1,3,4,5,2,6"
448,Fine-Tuned Model,"4,2,6,1,3,5"
449,Fine-Tuned Model,"4,2,6,3,5,1"
450,Fine-Tuned Model,"3,6,2,5,1,4"
451,Fine-Tuned Model,"4,6,3,5,2,6"
452,Fine-Tuned Model,"4,3,2,5,6,1"
453,Fine-Tuned Model,"2,4,6,3,1,5"
454,Fine-Tuned Model,
455,Fine-Tuned Model,"3,4,6,2,5,1"
456,Fine-Tuned Model,"4,2,6,3,1,5"
457,Fine-Tuned Model,"4,2,5,1,3,6"
458,Fine-Tuned Model,"4,2,6,5,3,1"
459,Fine-Tuned Model,"4,2,6,3,1,5"
460,Fine-Tuned Model,
461,Fine-Tuned Model,"6,2,5,3,4,1"
462,Fine-Tuned Model,"1,2,5,4,3,6"
463,Fine-Tuned Model,"1,3,5,2,6,4"
464,Fine-Tuned Model,"4,3,6,2,5,1"
465,Fine-Tuned Model,
466,Fine-Tuned Model,
467,Fine-Tuned Model,"4,2,6,3,5,1"
468,Fine-Tuned Model,"1,3,2,5,4,6"
469,Fine-Tuned Model,
470,Fine-Tuned Model,5
471,Fine-Tuned Model,"4,2,5,6,3,1"
472,Fine-Tuned Model,
473,Fine-Tuned Model,"5,3,6,2,4,1"
474,Fine-Tuned Model,"3,6,2,5,4,1"
475,Fine-Tuned Model,"5,2,1,6,3,4"
476,Fine-Tuned Model,
477,Fine-Tuned Model,"3,2,6,4,1,5"
478,Fine-Tuned Model,"4,2,6,1,5,3"
479,Fine-Tuned Model,"1,3,6,2,4,5"
480,Fine-Tuned Model,"4,6,2"
481,Fine-Tuned Model,"2,5,1,6,3,4"
482,Fine-Tuned Model,"3,1,6,2,4,5"
483,Fine-Tuned Model,"1,3,2,6,4,5"
484,Fine-Tuned Model,
485,Fine-Tuned Model,"1,5,3,2,6,4"
486,Fine-Tuned Model,"4,1,3,2,6,5"
487,Fine-Tuned Model,"4,3,1,6,5,2"
488,Fine-Tuned Model,"1,3,2,6,5,4"
489,Fine-Tuned Model,"3,2,5,4,6,1"
490,Fine-Tuned Model,"1,2,3,4,5,6"
491,Fine-Tuned Model,"1,6"
492,Fine-Tuned Model,"4,2,6,1,5,3"
493,Fine-Tuned Model,"3,6,2,4,5,1"
494,Fine-Tuned Model,1
495,Fine-Tuned Model,"1,2,6,4,3,5"
496,Fine-Tuned Model,
497,Fine-Tuned Model,
498,Fine-Tuned Model,"6,1,6"
499,Fine-Tuned Model,"1,3,2,4,5,6"
500,Fine-Tuned Model,"4,3,6,2,5,1"
501,Fine-Tuned Model,"4,6,3,5,2,6"
502,Fine-Tuned Model,"5,2,3,4,6,1"
503,Fine-Tuned Model,"2,5,1,6,3,4"
504,Fine-Tuned Model,"4,2,6,3,5,1"
505,Fine-Tuned Model,"4,3,2,6,5,1"
506,Fine-Tuned Model,
507,Fine-Tuned Model,
508,Fine-Tuned Model,"3,6,2,4,5,1"
509,Fine-Tuned Model,"1,3,2,6,5,4"
510,Fine-Tuned Model,"3,2,4,1,5,6"
511,Fine-Tuned Model,"3,1,6,4,2,5"
512,Fine-Tuned Model,
513,Fine-Tuned Model,"4,2,6,3,5,1"
514,Fine-Tuned Model,"1,3,5,2,6,4"
515,Fine-Tuned Model,
516,Fine-Tuned Model,"3,6,2,5,4,1"
517,Fine-Tuned Model,"1,2,3,4,5,6"
518,Fine-Tuned Model,"2,1"
519,Fine-Tuned Model,"1,3,5,2,6,4"
520,Fine-Tuned Model,"3,6,1,4,3,5"
521,Fine-Tuned Model,"2,5,3,6,4,1"
522,Fine-Tuned Model,"3,6,2,5,4,1"
523,Fine-Tuned Model,
524,Fine-Tuned Model,
525,Fine-Tuned Model,"3,6,1,5,4,2"
526,Fine-Tuned Model,"6,1,6"
527,Fine-Tuned Model,"1,3,2,6,5,4"
528,Fine-Tuned Model,"5,3,2,6,1,4"
529,Fine-Tuned Model,"5,2,6,1,4,3"
530,Fine-Tuned Model,"1,5,4,3,6,2"
531,Fine-Tuned Model,
532,Fine-Tuned Model,"2,5,4,1,3,6"
533,Fine-Tuned Model,"2,1,4,6,2,5"
534,Fine-Tuned Model,
535,Fine-Tuned Model,"1,3,2,5,6,4"
536,Fine-Tuned Model,"3,6,2,1,5,4"
537,Fine-Tuned Model,"2,5,3,1,4,6"
538,Fine-Tuned Model,
539,Fine-Tuned Model,
540,Fine-Tuned Model,"1,2,5,4,3,6"
541,Fine-Tuned Model,"4,3,2,6,5,1"
542,Fine-Tuned Model,"3,6,2,4,1,5"
543,Fine-Tuned Model,"5,2,6,4,1,3"
544,Fine-Tuned Model,"1,6,6,1,6"
545,Fine-Tuned Model,"4,2,6,5,3,1"
546,Fine-Tuned Model,"1,4,5,2,3,6"
547,Fine-Tuned Model,"4,2,6,3,1,5"
548,Fine-Tuned Model,
549,Fine-Tuned Model,"3,6,2,5"
550,Fine-Tuned Model,"2,4,5,3,6,1"
551,Fine-Tuned Model,
552,Fine-Tuned Model,"1,3,2,6,5,4"
553,Fine-Tuned Model,"1,4,3,5,2,6"
554,Fine-Tuned Model,"3,2,6,5,1,4"
555,Fine-Tuned Model,"1,2,5,3,6,4"
556,Fine-Tuned Model,"1,3,6,2,5,4"
557,Fine-Tuned Model,"4,2,5,3,6,1"
558,Fine-Tuned Model,"4,3,2,5,1,6"
559,Fine-Tuned Model,"1,4,2,2,3,6"
560,Fine-Tuned Model,"3,1,6,4,2,5"
561,Fine-Tuned Model,"4,3,6,2,5,1"
562,Fine-Tuned Model,
563,Fine-Tuned Model,
564,Fine-Tuned Model,
565,Fine-Tuned Model,"2,5,3,6,1,4"
566,Fine-Tuned Model,
567,Fine-Tuned Model,"1,2,3,4,5,6"
568,Fine-Tuned Model,"1,2,3,4,2,3"
569,Fine-Tuned Model,
570,Fine-Tuned Model,"4,2,6,1,5,3"
571,Fine-Tuned Model,"4,6,3,2,5,1"
572,Fine-Tuned Model,"4,2,3,6,1,5"
573,Fine-Tuned Model,"1,2,6,4,3,5"
574,Fine-Tuned Model,"4,2,6,1,3,5"
575,Fine-Tuned Model,"5,2,4,6,1,3"
576,Fine-Tuned Model,"4,3,5,2,6,1"
577,Fine-Tuned Model,"5,3,1,6,2,4"
578,Fine-Tuned Model,"4,2,6,1,3,5"
579,Fine-Tuned Model,"1,6,1,6,1,6"
580,Fine-Tuned Model,
581,Fine-Tuned Model,
582,Fine-Tuned Model,
583,Fine-Tuned Model,"4,2,6,5,3,1"
584,Fine-Tuned Model,"1,4,2,6,5,3"
585,Fine-Tuned Model,"1,3,6,5,2,4"
586,Fine-Tuned Model,"5,2,6,4,1,3"
587,Fine-Tuned Model,"2,5,3,6,1,4"
588,Fine-Tuned Model,"4,2,5,1,6,3"
589,Fine-Tuned Model,"2,5,3,1,6,4"
590,Fine-Tuned Model,"4,2,6,5,1,3"
591,Fine-Tuned Model,"3,6,1,2,4"
592,Fine-Tuned Model,"1,4,2,6,3,5"
