Run,Model Type,Extracted Numbers
1284,base,
1285,base,
1286,base,
1287,base,
1288,base,"Blue,Red"
1289,base,
1290,base,
1291,base,
1292,base,
1293,base,
1294,base,
1295,base,
1296,base,
1297,base,"Red,Blue,Green"
1298,base,
1299,base,
1300,base,
1301,base,
1302,base,
1303,base,"Red,Blue,Blue"
1304,base,"Red,Blue,Green"
1305,base,
1306,base,"Purple,Yellow,Green"
1307,base,"Red,Blue,Green"
1308,base,
1309,base,
1310,base,
1311,base,
1312,base,
1313,base,
1314,base,
1315,base,
1316,base,"Green,Yellow,Orange"
1317,base,"Red,Blue,Green"
1318,base,"Red,Blue"
1319,base,
1320,base,
1321,base,
1322,base,
1323,base,
1324,base,"Red,Blue,Yellow"
1325,base,
1326,base,
1327,base,
1328,base,"Purple,Orange,Yellow"
1329,base,
1330,base,
1331,base,
1332,base,
1333,base,
1334,base,"Green,Red,Yellow"
1335,base,
1336,base,"Blue,Orange,Purple"
1337,base,
1338,base,
1339,base,
1340,base,
1341,base,
1342,base,
1343,base,
1344,base,"Red,Blue,Green"
1345,base,
1346,base,
1347,base,
1348,base,"Green,Red,Red"
1349,base,"Blue,Green,Red"
1350,base,"Red,Blue,Yellow"
1351,base,
1352,base,
1353,base,"Red,Blue,Blue"
1354,base,
1355,base,"Red,Blue,Green"
1356,base,
1357,base,
1358,base,
1359,base,
1360,base,
1361,base,"Purple,Red"
1362,base,"Orange,Green,Red"
1363,base,
1364,base,
1365,base,"Red,Blue,Green"
1366,base,
1367,base,
1368,base,"Red,Blue,Green"
1369,base,
1370,base,
1371,base,
1372,base,"Red,Blue,Blue"
1373,base,
1374,base,"Blue,Green,Yellow"
1375,base,
1376,base,
1377,base,
1378,base,"Red,Green,Orange"
1379,base,
1380,base,"Red,Blue,Green"
1381,base,
1382,base,
1383,base,
1384,base,
1385,base,"Red,Blue,Green"
1386,base,"Orange,Green,Red"
1387,base,"Red,Green"
1388,base,
1389,base,
1390,base,
1391,base,
1392,base,
1393,base,"Red,Blue,Green"
1394,base,
1395,base,
1396,base,
1397,base,
1398,base,
1399,base,
1400,base,
1401,base,"Purple,Blue,Red"
1402,base,
1403,base,
1404,base,
1405,base,"Blue,Green,Yellow"
1406,base,
1407,base,
1408,base,
1409,base,
1410,base,
1411,base,
1412,base,
1413,base,
1414,base,
1415,base,
1416,base,
1417,base,
1418,base,"Red,Green,Yellow"
1419,base,
1420,base,"Red,Blue"
1421,base,
1422,base,
1423,base,
1424,base,
1425,base,
1426,base,
1427,base,
1428,base,
1429,base,
1430,base,"Green,Red,Yellow"
1431,base,
1432,base,
1433,base,
1434,base,
1435,base,
1436,base,
1437,base,"Red,Blue,Green"
1438,base,"Red,Blue,Green"
1439,base,
1440,base,"Red,Blue,Red"
1441,base,"Orange,Red,Purple"
1442,base,
1443,base,
1444,base,
1445,base,
1446,base,
1447,base,"Red,Blue,Green"
1448,base,
1449,base,
1450,base,
1451,base,"Blue,Green,Orange"
1452,base,
1453,base,
1454,base,
1455,base,
1456,base,
1457,base,
1458,base,
1459,base,
1460,base,
1461,base,
1462,base,"Red,Blue,Green"
1463,base,
1464,base,
1465,base,
1466,base,
1467,base,"Red,Green,Blue"
1468,base,"Red,Blue,Green"
1469,base,"Red,Blue,Yellow"
1470,base,
1471,base,Green
1472,base,
1473,base,
1474,base,
1475,base,
1476,base,
1477,base,
1478,base,
1479,base,
1480,base,
1481,base,
1482,base,
1483,base,
1484,base,
1485,base,
1486,base,
1487,base,
1488,base,
1489,base,"Red,Blue,Green"
1490,base,
1491,base,"Red,Blue,Green"
1492,base,"Red,Blue,Green"
1493,base,
1494,base,
1495,base,"Blue,Blue"
1496,base,
1497,base,
1498,base,"Blue,Red,Green"
1499,base,
1500,base,
1501,base,"Red,Blue,Green"
1502,base,
1503,base,
1504,base,"Red,Blue,Green"
1505,base,
1506,base,"Red,Blue,Yellow"
1507,base,
1508,base,
1509,base,
1510,base,
1511,base,
1512,base,
1513,base,
1514,base,
1515,base,
1516,base,
1517,base,
1518,base,
1519,base,
1520,base,
1521,base,
1522,base,
1523,base,"Red,Blue,Purple"
1524,base,
1525,base,"Red,Blue,Yellow"
1526,base,"Red,Blue,Yellow"
1527,base,"Orange,Red,Yellow"
1528,base,
1529,base,
1530,base,
1531,base,"Red,Blue,Green"
1532,base,
1533,base,"Red,Blue,Green"
1534,base,
1535,base,"Yellow,Red,Purple"
1536,base,
1537,base,
1538,base,
1539,base,
1540,base,
1541,base,
1542,base,
1543,base,"Red,Blue,Purple"
1544,base,"Green,Red,Orange"
1545,base,
1546,base,
1547,base,
1548,base,"Red,Blue,Green"
1549,base,
1550,base,
1551,base,
1552,base,
1553,base,
1554,base,
1555,base,
1556,base,
1557,base,
1558,base,
1559,base,"Red,Blue,Purple"
1560,base,
1561,base,
1562,base,
1563,base,"Red,Blue,Green"
1564,base,
1565,base,
1566,base,Red
1567,base,"Green,Red,Yellow"
1568,base,"Red,Green"
1569,base,
1570,base,
1571,base,
1572,base,"Purple,Green,Blue"
1573,base,
1574,base,"Blue,Yellow,Blue"
1575,base,
1576,base,
1577,base,
1578,base,"Red,Blue,Yellow"
1579,base,
1580,base,
1581,base,"Red,Green,Blue"
1582,base,"Red,Green,Blue"
1583,base,
1584,base,
1585,base,
1586,base,
1587,base,
1588,base,"Red,Blue,Green"
1589,base,
1590,base,"Red,Green,Blue"
1591,base,
1592,base,
1593,base,
1594,base,
1595,base,"Red,Blue,Green"
1596,base,
1597,base,"Red,Blue,Green"
1598,base,
1599,base,
1600,base,
1601,base,
1602,base,
1603,base,Red
1604,base,
1605,base,
1606,base,
1607,base,
1608,base,
1609,base,"Red,Green,Blue"
1610,base,
1611,base,"Red,Blue,Yellow"
1612,base,"Red,Blue,Green"
1613,base,
1614,base,"Red,Blue"
1615,base,
1616,base,"Red,Blue,Yellow"
1617,base,
1618,base,
1619,base,
1620,base,
1621,base,"Red,Blue,Green"
1622,base,
1623,base,
1624,base,
1625,base,
1626,base,
1627,base,
1628,base,
1629,base,"Blue,Red,Orange"
1630,base,
1631,base,
1632,base,
1633,base,
1634,base,"Red,Blue,Green"
1635,base,"Red,Blue"
1636,base,
1637,base,
1638,base,
1639,base,
1640,base,
1641,base,
1642,base,
1643,base,
1644,base,
1645,base,"Red,Green,Yellow"
1646,base,"Red,Blue,Green"
1647,base,
1648,base,
1649,base,
1650,base,
1651,base,
1652,base,
1653,base,
1654,base,
1655,base,
1656,base,"Red,Blue,Green"
1657,base,
1658,base,
1659,base,
1660,base,
1661,base,
1662,base,
1663,base,
1664,base,
1665,base,
1666,base,
1667,base,
1668,base,
1669,base,
1670,base,"Red,Blue"
1671,base,"Red,Blue,Green"
1672,base,
1673,base,
1674,base,"Red,Green,Yellow"
1675,base,
1676,base,
1677,base,
1678,base,
1679,base,
1680,base,
1681,base,"Red,Red,Red"
1682,base,"Blue,Green,Purple"
1683,base,
1684,base,
1685,base,
1686,base,
1687,base,
1688,base,
1689,base,
1690,base,
1691,base,
1692,base,
1693,base,
1694,base,
1695,base,"Yellow,Blue"
1696,base,
1697,base,
1698,base,"Red,Blue,Green"
1699,base,
1700,base,"Red,Blue"
1701,base,"Red,Blue,Yellow"
1702,base,
1703,base,
1704,base,"Red,Blue"
1705,base,
1706,base,Red
1707,base,"Red,Blue,Green"
1708,base,
1709,base,
1710,base,
1711,base,
1712,base,
1713,base,
1714,base,"Green,Yellow,Purple"
1715,base,
1716,base,
1717,base,
1718,base,
1719,base,
1720,base,"Red,Blue,Green"
1721,base,"Red,Blue,Green"
1722,base,
1723,base,
1724,base,
1725,base,Red
1726,base,
1727,base,
1728,base,
1729,base,
1730,base,
1731,base,
1732,base,"Red,Blue,Green"
1733,base,
1734,base,"Red,Blue,Orange"
1735,base,
1736,base,
