Run,Model Type,Extracted Numbers
672,base,"1,2,3"
673,base,"6,1,5"
674,base,
675,base,
676,base,"1,3,2"
677,base,"3,5,6"
678,base,"1,2,6"
679,base,
680,base,"2,3,4"
681,base,
682,base,"3,3,1"
683,base,3
684,base,"1,3,5"
685,base,
686,base,"1,1,1"
687,base,
688,base,3
689,base,"6,1"
690,base,"1,2,3"
691,base,"1,5,2"
692,base,
693,base,
694,base,3
695,base,"1,2,5"
696,base,2
697,base,"3,3,2"
698,base,"1,2,3"
699,base,"2,3,1"
700,base,"2,5,3"
701,base,"1,2,3"
702,base,"1,2,3"
703,base,"1,2,1"
704,base,"3,4,5"
705,base,
706,base,
707,base,
708,base,"2,5,2"
709,base,
710,base,"1,3,6"
711,base,"1,2,3"
712,base,
713,base,
714,base,
715,base,"1,2,3"
716,base,
717,base,"1,6,4"
718,base,"6,3,2"
719,base,"1,2,3"
720,base,"2,4,5"
721,base,
722,base,"1,3"
723,base,"1,2,5"
724,base,
725,base,
726,base,
727,base,
728,base,
729,base,"3,2,3"
730,base,
731,base,"1,3,4"
732,base,"1,4,1"
733,base,"1,3,6"
734,base,"1,2,3"
735,base,"1,6,3"
736,base,
737,base,
738,base,"1,2,3"
739,base,"1,2,3"
740,base,"3,6,5"
741,base,
742,base,
743,base,"3,5,3"
744,base,"2,3,5"
745,base,
746,base,"5,1,2"
747,base,"1,3,4"
748,base,
749,base,"6,1,3"
750,base,
751,base,
752,base,
753,base,
754,base,"5,6,3"
755,base,"1,5,2"
756,base,
757,base,"2,3,3"
758,base,
759,base,"1,2,3"
760,base,
761,base,"1,2,3"
762,base,
763,base,"2,4"
764,base,
765,base,
766,base,
767,base,"1,2,3"
768,base,"3,2,1"
769,base,"1,2,3"
770,base,"3,6,1"
771,base,"2,4,4"
772,base,"1,3"
773,base,"5,1,6"
774,base,"6,4,3"
775,base,
776,base,"1,1,4"
777,base,"1,3,2"
778,base,
779,base,
780,base,"1,2,3"
781,base,
782,base,
783,base,"3,5,6"
784,base,
785,base,
786,base,"4,5,1"
787,base,1
788,base,
789,base,"6,2"
790,base,"1,2,3"
791,base,"1,2,6"
792,base,
793,base,
794,base,
795,base,
796,base,
797,base,"6,3,1"
798,base,
799,base,"1,6,3"
800,base,"1,2,6"
801,base,
802,base,
803,base,
804,base,
805,base,"4,1,5"
806,base,
807,base,
808,base,
809,base,
810,base,"1,2,5"
811,base,"1,2,5"
812,base,
813,base,
814,base,"1,6,1"
815,base,
816,base,"1,3,4"
817,base,"6,6,6"
818,base,
819,base,
820,base,"1,2,3"
821,base,"4,3,5"
822,base,
823,base,"1,3,5"
824,base,
825,base,"4,5,1"
826,base,
827,base,
828,base,"1,2,6"
829,base,
830,base,"2,3,2"
831,base,
832,base,"1,6,2"
833,base,
834,base,
835,base,
836,base,
837,base,"1,4,6"
838,base,
839,base,"1,2,3"
840,base,
841,base,"6,1,3"
842,base,"3,1,6"
843,base,"1,2,3"
844,base,"3,2,5"
845,base,"1,4,6"
846,base,
847,base,
848,base,
849,base,"2,2,1"
850,base,
851,base,2
852,base,
853,base,
854,base,"1,2,3"
855,base,"1,2,3"
856,base,
857,base,"1,2,3"
858,base,"3,2,4"
859,base,"3,3,4"
860,base,"4,5,3"
861,base,
862,base,"3,3"
863,base,
864,base,3
865,base,"6,6,6"
866,base,"1,5,6"
867,base,
868,base,"3,2,2"
869,base,
870,base,
871,base,
872,base,"3,4,5"
873,base,"1,2,5"
874,base,
875,base,
876,base,"1,3,5"
877,base,"5,3,1"
878,base,"1,2,3"
879,base,
880,base,"1,2,3"
881,base,"1,3,2"
882,base,
883,base,
884,base,"2,5,5"
885,base,
886,base,
887,base,
888,base,
889,base,"4,5,6"
890,base,
891,base,
892,base,"1,2,3"
893,base,"1,5,5"
894,base,"2,6,1"
895,base,
896,base,
897,base,
898,base,"1,2,3"
899,base,"5,3,1"
900,base,"1,2,3"
901,base,"2,2,5"
902,base,"1,2,4"
903,base,"1,2,3"
904,base,
905,base,"3,1,6"
906,base,"6,2"
907,base,
908,base,
909,base,
910,base,"3,2,5"
911,base,
912,base,"1,2,3"
913,base,
914,base,"1,4,6"
915,base,"2,4,6"
916,base,"1,3,6"
917,base,
918,base,
919,base,"1,2,3"
920,base,
921,base,
922,base,"1,3,3"
923,base,"6,3,4"
924,base,1
925,base,"5,3,2"
926,base,"1,2,3"
927,base,"4,6,3"
928,base,"1,3,4"
929,base,"1,2,5"
930,base,
931,base,
932,base,"1,5,5"
933,base,"2,4,5"
934,base,"1,2,3"
935,base,
936,base,
937,base,
938,base,
939,base,
940,base,
941,base,"3,3,3"
942,base,
943,base,"5,2,2"
944,base,
945,base,"3,5,6"
946,base,
947,base,"1,2"
948,base,
949,base,"1,3,1"
950,base,"1,1,2"
951,base,"1,2,3"
952,base,
953,base,
954,base,
955,base,"1,6"
956,base,"5,4,3"
957,base,"2,4,6"
958,base,"1,3,5"
959,base,"1,3,6"
960,base,
961,base,
962,base,"2,2,3"
963,base,"1,2,3"
964,base,
965,base,"3,6,5"
966,base,
967,base,
968,base,"4,1,6"
969,base,"3,4,6"
970,base,"1,3,4"
971,base,
972,base,"3,5,3"
973,base,"1,5,3"
974,base,
975,base,"1,2,3"
976,base,
977,base,"1,2,3"
978,base,3
979,base,"1,2,3"
980,base,"6,1"
981,base,
982,base,
983,base,"2,4,6"
984,base,"1,2,3"
985,base,"1,2,3"
986,base,"5,6,4"
987,base,"4,2"
988,base,"1,2,3"
989,base,
990,base,
991,base,
992,base,"3,5,2"
993,base,
994,base,"1,2,3"
995,base,
996,base,
997,base,"1,3,4"
998,base,"6,3"
999,base,"1,2,3"
1000,base,"4,5,1"
1001,base,
1002,base,"3,6,1"
1003,base,3
1004,base,
1005,base,1
1006,base,"1,2,3"
1007,base,"6,1,1"
1008,base,"1,6,5"
1009,base,
1010,base,
1011,base,1
1012,base,
1013,base,
1014,base,"1,2,3"
1015,base,"1,6,1"
1016,base,
1017,base,
1018,base,
1019,base,"1,2,3"
1020,base,"1,4,1"
1021,base,
1022,base,5
1023,base,
1024,base,"4,5"
1025,base,"3,3"
1026,base,
1027,base,"1,2,3"
1028,base,"6,1,2"
1029,base,
1030,base,
1031,base,
1032,base,
1033,base,
1034,base,
1035,base,
1036,base,"1,2,3"
1037,base,"1,3,4"
1038,base,"5,5"
1039,base,"5,4,6"
1040,base,"4,3,2"
1041,base,
1042,base,"1,3,1"
1043,base,
1044,base,
1045,base,
1046,base,
1047,base,"1,2,3"
1048,base,"3,4,5"
1049,base,"3,3"
1050,base,"1,6,3"
1051,base,
1052,base,
1053,base,
1054,base,"1,3,5"
1055,base,3
1056,base,
1057,base,"1,5,1"
1058,base,
1059,base,"1,1,3"
1060,base,"3,1,6"
1061,base,
1062,base,
1063,base,
1064,base,"4,5,6"
1065,base,"1,6,3"
1066,base,
1067,base,"4,6,1"
1068,base,
1069,base,"2,4,3"
1070,base,"1,6,3"
1071,base,3
1072,base,
1073,base,
1074,base,
1075,base,
1076,base,
1077,base,
1078,base,
1079,base,"2,3,5"
1080,base,
1081,base,3
1082,base,"1,2,3"
1083,base,
1084,base,"3,2,1"
1085,base,
1086,base,"5,4,1"
1087,base,
1088,base,
1089,base,
1090,base,
1091,base,"1,2,3"
1092,base,
1093,base,
1094,base,2
1095,base,"2,1,4"
1096,base,"2,2,3"
1097,base,
1098,base,
1099,base,
1100,base,
1101,base,
1102,base,"1,2,3"
1103,base,
1104,base,"5,3"
1105,base,
1106,base,
1107,base,"3,4,5"
1108,base,"6,6,6"
1109,base,
1110,base,"3,3,3"
1111,base,
1112,base,"1,2,3"
1113,base,
1114,base,"1,6,1"
1115,base,"2,2,6"
1116,base,"1,2,3"
1117,base,"1,2,3"
1118,base,
1119,base,
1120,base,"3,6,2"
1121,base,
1122,base,"1,3,4"
1123,base,
1124,base,"2,5,6"
1125,base,
1126,base,"1,2"
1127,base,
1128,base,"3,3"
1129,base,"1,2,3"
1130,base,"1,2,3"
1131,base,
1132,base,
1133,base,"1,5,6"
1134,base,"3,5,2"
1135,base,
1136,base,
1137,base,
1138,base,
1139,base,"3,1,6"
1140,base,"4,1,5"
1141,base,"1,2,3"
1142,base,"1,2,5"
1143,base,"4,5,6"
1144,base,"1,2,3"
1145,base,
1146,base,"2,6"
1147,base,"1,2,3"
1148,base,
1149,base,
1150,base,"3,2,4"
1151,base,
1152,base,"3,3,5"
1153,base,
1154,base,"4,1,5"
1155,base,
1156,base,
1157,base,
1158,base,
1159,base,"4,3"
1160,base,"6,1,4"
1161,base,"1,2,4"
1162,base,
1163,base,
1164,base,
1165,base,"1,4,5"
1166,base,"1,5,4"
1167,base,"2,4,6"
1168,base,"3,2"
1169,base,"1,2,3"
1170,base,"3,1,3"
1171,base,"1,4,3"
1172,base,
1173,base,"1,2,3"
1174,base,"1,2,3"
1175,base,"3,5,2"
1176,base,"1,2,3"
1177,base,
1178,base,"1,2,5"
1179,base,"5,6,3"
1180,base,"5,6"
1181,base,
1182,base,5
1183,base,"1,2,5"
1184,base,
1185,base,
1186,base,
1187,base,"1,2,4"
1188,base,"1,3,4"
1189,base,
1190,base,
1191,base,"5,5,5"
1192,base,"1,4,3"
1193,base,"1,2,3"
1194,base,"1,2,3"
1195,base,"3,1,6"
1196,base,
1197,base,"1,2,3"
1198,base,
1199,base,
1200,base,
1201,base,"2,5,5"
1202,base,
1203,base,"1,5,2"
1204,base,"1,3,5"
1205,base,
1206,base,"1,2,3"
1207,base,
1208,base,
1209,base,"1,2,3"
1210,base,"1,4,2"
1211,base,
1212,base,
1213,base,"1,2,3"
1214,base,
1215,base,3
1216,base,
1217,base,
1218,base,"2,5"
1219,base,"1,2,3"
1220,base,"1,2,3"
1221,base,"3,2,5"
1222,base,"2,4,5"
1223,base,"1,3,2"
1224,base,
1225,base,"6,4,5"
1226,base,
1227,base,"2,4,2"
1228,base,"6,3,1"
1229,base,"3,3,3"
1230,base,
1231,base,
1232,base,
1233,base,
1234,base,
1235,base,
1236,base,"1,3,2"
1237,base,
1238,base,
1239,base,
1240,base,"1,2"
1241,base,"1,2,3"
1242,base,"1,6,3"
1243,base,1
1244,base,3
1245,base,
1246,base,
1247,base,"4,1,2"
1248,base,
1249,base,
1250,base,
1251,base,"6,3,3"
1252,base,
1253,base,
1254,base,
1255,base,3
1256,base,"1,2,3"
1257,base,"4,2"
1258,base,"1,2"
1259,base,
1260,base,
1261,base,
1262,base,"1,2,3"
1263,base,
1264,base,"1,3,6"
1265,base,"1,5,3"
1266,base,"2,2,1"
1267,base,
1268,base,
1269,base,
1270,base,
1271,base,
1272,base,"1,3,6"
1273,base,
1274,base,
1275,base,"1,2,3"
1276,base,
1277,base,"3,3,6"
1278,base,"1,3,3"
1279,base,"1,2,4"
1280,base,
1281,base,
1282,base,
1283,base,
1284,base,"1,4,6"
1285,base,"2,3,6"
1286,base,
1287,base,"1,3,1"
1288,base,
1289,base,"1,2,3"
1290,base,
1291,base,
1292,base,"1,2,3"
1293,base,"2,4"
1294,base,
1295,base,"4,5,6"
1296,base,
1297,base,"3,1,6"
1298,base,
1299,base,"1,3,2"
1300,base,
1301,base,"3,1,6"
1302,base,
1303,base,
1304,base,
1305,base,"1,2,5"
1306,base,"1,2,3"
1307,base,
1308,base,
1309,base,
1310,base,
1311,base,
1312,base,
1313,base,"5,4,5"
1314,base,
1315,base,
1316,base,"3,1,1"
1317,base,"2,5,3"
1318,base,"1,3"
1319,base,"1,6,3"
1320,base,
1321,base,3
1322,base,
1323,base,"1,4,3"
1324,base,
1325,base,"1,1,1"
1326,base,
1327,base,"2,5,4"
1328,base,"3,1,6"
1329,base,
1330,base,"1,2,3"
1331,base,"3,2,1"
1332,base,
1333,base,"1,5,1"
1334,base,"1,2,3"
1335,base,"1,6,1"
1336,base,"3,6,2"
1337,base,
1338,base,
1339,base,
1340,base,"2,5,6"
1341,base,"3,1,4"
1342,base,"1,2,3"
1343,base,"2,3,5"
1344,base,"3,1,5"
1345,base,"1,2,3"
1346,base,"1,5,2"
1347,base,"5,1,2"
1348,base,"1,2,6"
1349,base,"6,3"
1350,base,"1,1,6"
1351,base,"2,5,2"
1352,base,
1353,base,"3,6,4"
1354,base,
1355,base,"1,2,3"
1356,base,"3,4,5"
1357,base,"3,5,6"
1358,base,"3,3,3"
1359,base,"5,1,6"
1360,base,
1361,base,"3,5,6"
1362,base,"1,1,1"
1363,base,"1,2,5"
1364,base,
1365,base,"1,2,3"
1366,base,
1367,base,"1,2,3"
1368,base,"2,5,6"
1369,base,"2,3,5"
1370,base,
1371,base,
1372,base,
1373,base,
1374,base,
1375,base,1
1376,base,
1377,base,"3,2,6"
1378,base,6
1379,base,
1380,base,
1381,base,"1,5,6"
1382,base,
1383,base,"6,3"
1384,base,
1385,base,"2,2,5"
1386,base,
1387,base,
1388,base,
1389,base,"1,6,4"
1390,base,"1,2,5"
1391,base,
1392,base,"1,3,5"
1393,base,"1,2,2"
1394,base,
1395,base,
1396,base,"5,2,6"
1397,base,"5,4,3"
1398,base,
1399,base,
1400,base,6
1401,base,
1402,base,"1,2,3"
1403,base,"1,2,3"
1404,base,"2,5,3"
1405,base,"1,5,3"
1406,base,"2,5,1"
1407,base,"1,6,3"
1408,base,"1,4,2"
1409,base,
1410,base,5
1411,base,"1,4,3"
1412,base,"5,4,3"
1413,base,
1414,base,"5,3,3"
1415,base,"1,2,3"
1416,base,"2,4,1"
1417,base,"3,4,6"
1418,base,
1419,base,"1,3,6"
1420,base,
1421,base,
1422,base,
1423,base,"1,2,3"
1424,base,
1425,base,
1426,base,"2,5,6"
1427,base,"5,2,3"
1428,base,"1,1,5"
1429,base,1
1430,base,"1,2,3"
1431,base,"1,2,3"
1432,base,"1,6"
1433,base,"1,2,3"
1434,base,"1,2,3"
1435,base,
1436,base,3
1437,base,"2,3,6"
1438,base,
1439,base,
1440,base,
1441,base,
1442,base,
1443,base,"1,5,6"
1444,base,
1445,base,
1446,base,"1,5,2"
1447,base,
1448,base,"1,6"
1449,base,
1450,base,"1,1,2"
1451,base,
1452,base,
1453,base,
1454,base,
1455,base,
1456,base,"3,1,6"
1457,base,"3,3,1"
1458,base,"1,5,5"
1459,base,"1,5,6"
1460,base,
1461,base,"1,2,3"
1462,base,"1,1"
1463,base,
1464,base,"6,5,2"
1465,base,
1466,base,"1,2,3"
1467,base,"1,2,3"
1468,base,
1469,base,"3,5,1"
1470,base,"2,6,6"
1471,base,"3,1,2"
1472,base,
1473,base,"6,6"
1474,base,
1475,base,
1476,base,
1477,base,1
1478,base,"1,2,3"
1479,base,
1480,base,"1,6,3"
1481,base,
1482,base,"1,2,3"
1483,base,1
1484,base,
1485,base,
1486,base,
1487,base,5
1488,base,"1,4,6"
1489,base,"3,2,6"
1490,base,"1,6,5"
1491,base,"1,2,3"
1492,base,"1,4,3"
1493,base,
1494,base,"4,4,1"
1495,base,
1496,base,
1497,base,"1,3,4"
1498,base,
1499,base,"1,2"
1500,base,3
1501,base,3
1502,base,"3,6"
1503,base,
1504,base,"1,3,5"
1505,base,
1506,base,"1,1,6"
1507,base,"1,1,2"
1508,base,
1509,base,"1,4,5"
1510,base,
1511,base,
1512,base,"1,2,3"
1513,base,"1,2,3"
1514,base,"1,2,3"
1515,base,
1516,base,
1517,base,"2,4,5"
1518,base,
1519,base,"1,2,3"
1520,base,"3,1,6"
1521,base,
1522,base,"3,1,1"
1523,base,
1524,base,"1,2,6"
1525,base,"5,1,4"
1526,base,"2,1,5"
1527,base,"1,2,3"
1528,base,"2,4,5"
1529,base,
1530,base,"1,3,3"
1531,base,
1532,base,
1533,base,3
1534,base,
1535,base,
1536,base,"3,1,6"
1537,base,
1538,base,"2,3,1"
1539,base,"4,6,5"
1540,base,
1541,base,3
1542,base,"1,2"
1543,base,"1,2,3"
1544,base,"5,4,1"
1545,base,"1,2,3"
1546,base,
1547,base,"3,5,6"
1548,base,"5,2,1"
1549,base,
1550,base,"1,1,2"
1551,base,
1552,base,"1,2,3"
1553,base,"1,2,3"
1554,base,
1555,base,"1,2,3"
1556,base,"1,5,4"
1557,base,
1558,base,"3,6,5"
1559,base,"1,2,3"
1560,base,
1561,base,"5,4,4"
1562,base,
1563,base,"1,6,1"
1564,base,
1565,base,
1566,base,
1567,base,"3,2,5"
1568,base,"3,1"
1569,base,
1570,base,
1571,base,"5,4,6"
1572,base,"3,1,6"
1573,base,"1,2,3"
1574,base,
1575,base,"1,3,4"
1576,base,
1577,base,"3,6,4"
1578,base,
1579,base,
1580,base,"1,2,3"
